,prov_code,prov_name,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ,count,party,pol_attitude,lat,lng,count_k,count_scaled
151,19,corum,2017,1,1,528422,100,0,0,4.3861046,1.436,2.5131428,0,-0.0950717,12,AKP,-86.56,40.5489,34.9533,0.001892427,7.21
152,20,denizli,2010,3,3,931823,96.826035,3.1739645,0,4.3815317,2.116,1.2588228,0,-0.056118608,12,AKP,-80,37.7731,29.0878,0.003219496,12.26
153,20,denizli,2011,6,6,942278,96.826035,3.1739645,0,4.514135,2.148,1.2533456,0,-0.0606509,4,AKP,-80,37.7731,29.0878,0.006367548,24.25
154,20,denizli,2012,0,0,950557,96.826035,3.1739645,0,4.5297813,2.194,1.2487415,0,-0.057073727,9,AKP,-80,37.7731,29.0878,0,NULL
155,20,denizli,2013,4,4,963464,96.826035,3.1739645,0,4.5824833,2.28,1.2351266,1,-0.05745265,12,AKP,-90.6,37.7731,29.0878,0.004151686,15.81
156,20,denizli,2014,3,3,978700,96.826035,3.1739645,0,4.6204276,2.336,1.2220292,1,-0.058599085,13,AKP,-90.6,37.7731,29.0878,0.003065291,11.67
157,20,denizli,2015,2,2,993442,96.826035,3.1739645,0,4.6312523,2.328,1.2038951,0,-0.060492426,15,AKP,-90.6,37.7731,29.0878,0.002013203,7.67
158,20,denizli,2016,3,2,1005687,96.826035,3.1739645,0,4.677052,2.32,1.1981859,0,-0.058745205,11,AKP,-90.6,37.7731,29.0878,0.002983035,11.36
159,20,denizli,2017,5,5,1018735,96.826035,3.1739645,0,4.741868,2.322,1.191674,0,-0.059099317,2,AKP,-101.12,37.7731,29.0878,0.004908048,18.69
160,21,diyarbakir,2010,7,7,1528958,13.518223,86.48177,7.5299435,3.7504244,0.354,1.1347598,0,-0.095155545,1,DTP,0,37.9108,40.2367,0.004578281,17.44
161,21,diyarbakir,2011,3,3,1570943,13.518223,86.48177,7.5299435,3.8511007,0.372,1.1209828,0,-0.105744764,3,DTP,0,37.9108,40.2367,0.001909681,7.27
162,21,diyarbakir,2012,7,7,1592167,13.518223,86.48177,7.5299435,3.8881574,0.392,1.2216055,0,-0.10279806,6,DTP,0,37.9108,40.2367,0.004396524,16.74
163,21,diyarbakir,2013,10,10,1607437,13.518223,86.48177,7.5299435,3.9431145,0.426,1.223065,1,-0.09982729,1,BDP,0,37.9108,40.2367,0.006221084,23.69
164,21,diyarbakir,2014,4,4,1635048,13.518223,86.48177,7.5299435,3.959482,0.45,1.2036344,1,-0.10052511,2,BDP,0,37.9108,40.2367,0.002446411,9.32
165,21,diyarbakir,2015,7,7,1654196,13.518223,86.48177,7.5299435,4.004107,0.464,1.2114646,0,-0.09839186,1,BDP,0,37.9108,40.2367,0.004231663,16.12
166,21,diyarbakir,2016,3,3,1673119,13.518223,86.48177,7.5299435,4.0304484,0.466,1.2019467,0,-0.09557715,2,BDP,0,37.9108,40.2367,0.001793058,6.83
167,21,diyarbakir,2017,5,5,1699901,13.518223,86.48177,7.5299435,4.0682225,0.47,1.1912458,0,-0.09479064,1,HDP,0,37.9108,40.2367,0.002941348,11.2
168,22,edirne,2010,2,2,390428,78.87033,0,0,4.438927,1.462,0.99890375,0,-0.059556708,2,CHP,114.2,41.6781,26.5594,0.005122583,19.51
169,22,edirne,2011,1,1,399316,78.87033,0,0,4.476826,1.526,0.9766701,0,-0.06701583,2,CHP,114.2,41.6781,26.5594,0.002504282,9.54
170,22,edirne,2012,0,0,399708,78.87033,0,0,4.502176,1.596,0.98071593,0,-0.061539054,9,CHP,114.2,41.6781,26.5594,0,NULL
171,22,edirne,2013,2,2,398582,78.87033,0,0,4.529111,1.612,0.9809776,1,-0.06211579,5,CHP,73.8,41.6781,26.5594,0.005017788,19.11
172,22,edirne,2014,3,3,400280,78.87033,0,0,4.5668097,1.622,0.99180573,1,-0.06655297,6,CHP,73.8,41.6781,26.5594,0.007494754,28.54
173,22,edirne,2015,2,2,402537,78.87033,0,0,4.5807457,1.628,0.98624474,0,-0.061444998,1,CHP,73.8,41.6781,26.5594,0.004968487,18.92
174,22,edirne,2016,2,2,401701,78.87033,0,0,4.6015344,1.65,1.0007443,0,-0.071741104,1,CHP,73.8,41.6781,26.5594,0.004978828,18.96
175,22,edirne,2017,2,2,406855,78.87033,0,0,4.617132,1.632,0.9905249,0,-0.06677821,2,CHP,89.74,41.6781,26.5594,0.004915756,18.72
176,23,elazig,2010,0,0,552646,52.16184,47.83816,5.3375382,4.0908766,1.08,1.69367,0,-0.13999462,1,AKP,-95.6,38.6667,39.2167,0,NULL
177,23,elazig,2011,4,4,558556,52.16184,47.83816,5.3375382,4.171932,1.076,1.6954433,0,-0.15038322,10,AKP,-95.6,38.6667,39.2167,0.007161323,27.27
178,23,elazig,2012,2,2,562703,52.16184,47.83816,5.3375382,4.2104135,1.054,1.7149366,0,-0.14963853,10,AKP,-95.6,38.6667,39.2167,0.003554273,13.54
179,23,elazig,2013,3,3,568239,52.16184,47.83816,5.3375382,4.238261,1.108,1.708788,1,-0.14652725,3,AKP,-111.6,38.6667,39.2167,0.005279469,20.11
180,23,elazig,2014,1,1,568753,52.16184,47.83816,5.3375382,4.248102,1.132,1.6984526,1,-0.14656226,5,AKP,-111.6,38.6667,39.2167,0.001758232,6.7
181,23,elazig,2015,1,1,574304,52.16184,47.83816,5.3375382,4.2946377,1.124,1.682036,0,-0.15082319,9,AKP,-111.6,38.6667,39.2167,0.001741238,6.63
182,23,elazig,2016,4,4,578789,52.16184,47.83816,5.3375382,4.320339,1.114,1.6949182,0,-0.14964724,10,AKP,-111.6,38.6667,39.2167,0.006910981,26.32
183,23,elazig,2017,2,2,583671,52.16184,47.83816,5.3375382,4.360137,1.1,1.6944478,0,-0.14547259,8,AKP,-80.76,38.6667,39.2167,0.003426588,13.05
184,24,erzincan,2010,1,1,224949,74.11515,25.884853,5.0238805,4.3327394,1.05,2.4672258,0,-0.13605244,5,AKP,-102.6,39.7464,39.4914,0.004445452,16.93
185,24,erzincan,2011,0,0,215277,74.11515,25.884853,5.0238805,4.509616,1.068,2.5873642,0,-0.13390444,37,AKP,-102.6,39.7464,39.4914,0,NULL
186,24,erzincan,2012,1,1,217886,74.11515,25.884853,5.0238805,4.5625615,1.076,2.593099,0,-0.12949583,27,AKP,-102.6,39.7464,39.4914,0.004589556,17.48
187,24,erzincan,2013,2,2,219996,74.11515,25.884853,5.0238805,4.567525,1.126,2.5955017,1,-0.13199343,31,AKP,-109.4,39.7464,39.4914,0.009091074,34.62
188,24,erzincan,2014,0,0,223633,74.11515,25.884853,5.0238805,4.5435896,1.168,2.5711768,1,-0.12808624,28,AKP,-109.4,39.7464,39.4914,0,NULL
189,24,erzincan,2015,1,1,222918,74.11515,25.884853,5.0238805,4.5461855,1.146,2.579424,0,-0.1291135,46,AKP,-109.4,39.7464,39.4914,0.004485954,17.08
190,24,erzincan,2016,1,1,226032,74.11515,25.884853,5.0238805,4.5718765,1.13,2.5483117,0,-0.121268034,34,AKP,-109.4,39.7464,39.4914,0.004424152,16.85
191,24,erzincan,2017,0,0,231511,74.11515,25.884853,5.0238805,4.625414,1.216,2.5139194,0,-0.13138482,27,MHP,-42.36,39.7464,39.4914,0,NULL
192,25,erzurum,2010,1,1,769085,89.91422,10.085778,4.727388,3.966271,0.438,1.9490694,0,-0.12461251,37,AKP,-113.6,39.9097,41.2756,0.001300246,4.95
193,25,erzurum,2011,0,0,780847,89.91422,10.085778,4.727388,4.03749,0.47,1.9389201,0,-0.13010335,1,AKP,-113.6,39.9097,41.2756,0,NULL
194,25,erzurum,2012,1,1,778195,89.91422,10.085778,4.727388,4.0680137,0.506,1.9879336,0,-0.13000569,2,AKP,-113.6,39.9097,41.2756,0.001285025,4.89
195,25,erzurum,2013,2,2,766729,89.91422,10.085778,4.727388,4.1279407,0.538,2.0359213,1,-0.12804809,1,AKP,-117.6,39.9097,41.2756,0.002608484,9.93
196,25,erzurum,2014,4,4,763320,89.91422,10.085778,4.727388,4.1578484,0.568,2.0594246,1,-0.14137927,1,AKP,-117.6,39.9097,41.2756,0.005240266,19.96
197,25,erzurum,2015,3,3,762321,89.91422,10.085778,4.727388,4.2106376,0.58,2.0621235,0,-0.13123101,3,AKP,-117.6,39.9097,41.2756,0.00393535,14.99
198,25,erzurum,2016,1,1,762021,89.91422,10.085778,4.727388,4.2625093,0.61,2.0891812,0,-0.12868217,1,AKP,-117.6,39.9097,41.2756,0.0013123,5
199,25,erzurum,2017,0,0,760476,89.91422,10.085778,4.727388,4.3137116,0.604,2.0960557,0,-0.12239158,2,AKP,-125.6,39.9097,41.2756,0,NULL
200,26,eskisehir,2010,7,6,764584,98.23836,1.7616397,0,4.552857,1.864,0.9940046,0,-0.117694914,1,DSP,51.5,39.7767,30.5206,0.009155305,34.87
201,26,eskisehir,2011,2,2,781247,98.23836,1.7616397,0,4.6595516,1.942,0.9740837,0,-0.123453766,2,DSP,51.5,39.7767,30.5206,0.00256001,9.75
202,26,eskisehir,2012,2,2,789750,98.23836,1.7616397,0,4.6924458,1.99,0.97372586,0,-0.12475601,1,DSP,51.5,39.7767,30.5206,0.002532447,9.64
203,26,eskisehir,2013,0,0,799724,98.23836,1.7616397,0,4.7658396,2.014,0.9690843,1,-0.12537271,1,CHP,90.6,39.7767,30.5206,0,NULL
204,26,eskisehir,2014,5,5,812320,98.23836,1.7616397,0,4.7719507,2.054,0.9565196,1,-0.12563664,1,CHP,90.6,39.7767,30.5206,0.00615521,23.44
205,26,eskisehir,2015,3,3,826716,98.23836,1.7616397,0,4.8085685,2.076,0.93986326,0,-0.123563915,1,CHP,90.6,39.7767,30.5206,0.003628816,13.82
206,26,eskisehir,2016,5,3,844842,98.23836,1.7616397,0,4.82583,2.066,0.92443323,0,-0.12332457,3,CHP,90.6,39.7767,30.5206,0.005918266,22.54
207,26,eskisehir,2017,1,0,860620,98.23836,1.7616397,0,4.867423,2.06,0.91097116,0,-0.12080121,4,CHP,104.6,39.7767,30.5206,0.001161953,4.43
208,27,gaziantep,2010,12,12,1700763,73.88096,25.568472,3.9318256,4.0198135,1.08,0.52917427,0,-0.07118794,5,AKP,-105,37.0667,37.3833,0.007055657,26.87
209,27,gaziantep,2011,12,12,1753596,73.88096,25.568472,3.9318256,4.1427894,1.112,0.5177932,0,-0.075817466,5,AKP,-105,37.0667,37.3833,0.006843081,26.06
210,27,gaziantep,2012,4,4,1799558,73.88096,25.568472,3.9318256,4.1694922,1.168,0.519572,0,-0.07405621,2,AKP,-105,37.0667,37.3833,0.002222768,8.47
211,27,gaziantep,2013,9,9,1844438,73.88096,25.568472,3.9318256,4.280359,1.234,0.51506203,1,-0.07170987,5,AKP,-109.4,37.0667,37.3833,0.004879535,18.58
212,27,gaziantep,2014,12,12,1889466,73.88096,25.568472,3.9318256,4.3397803,1.296,0.51337254,1,-0.07063846,1,AKP,-109.4,37.0667,37.3833,0.006351001,24.19
213,27,gaziantep,2015,13,12,1931836,73.88096,25.568472,3.9318256,4.416656,1.328,0.50211304,0,-0.0698681,5,AKP,-109.4,37.0667,37.3833,0.00672935,25.63
214,27,gaziantep,2016,15,15,1974244,73.88096,25.568472,3.9318256,4.4338007,1.332,0.5131078,0,-0.06444614,7,AKP,-109.4,37.0667,37.3833,0.007597845,28.94
215,27,gaziantep,2017,11,11,2005515,73.88096,25.568472,3.9318256,4.493878,1.292,0.51208794,0,-0.06282735,1,AKP,-107.94,37.0667,37.3833,0.005484875,20.89
216,28,giresun,2010,0,0,419256,100,0,2.0794415,4.0056815,1.092,3.3344781,0,-0.0928988,1,CHP,93,40.9,38.4167,0,NULL
217,28,giresun,2011,2,2,419498,100,0,2.0794415,4.0695252,1.152,3.3969173,0,-0.098205835,3,CHP,93,40.9,38.4167,0.004767603,18.16
218,28,giresun,2012,1,1,419555,100,0,2.0794415,4.1035695,1.178,3.5513818,0,-0.095987976,1,CHP,93,40.9,38.4167,0.002383478,9.08
219,28,giresun,2013,0,0,425007,100,0,2.0794415,4.1096416,1.172,3.5834703,1,-0.09507607,2,CHP,92.6,40.9,38.4167,0,NULL
220,28,giresun,2014,3,3,429984,100,0,2.0794415,4.118594,1.172,3.5908313,1,-0.0990147,1,CHP,92.6,40.9,38.4167,0.006977004,26.57
221,28,giresun,2015,6,6,426686,100,0,2.0794415,4.316055,1.186,3.618586,0,-0.09825304,1,CHP,92.6,40.9,38.4167,0.014061863,53.55
222,28,giresun,2016,1,1,444467,100,0,2.0794415,4.198023,1.2,3.5368204,0,-0.09385845,1,CHP,92.6,40.9,38.4167,0.002249886,8.57
223,28,giresun,2017,2,2,437393,100,0,2.0794415,4.281758,1.196,3.612312,0,-0.09327191,4,AKP,-97.68,40.9,38.4167,0.004572547,17.41
224,29,gumushane,2010,0,0,129618,100,0,2.9957323,4.1688194,0.698,3.9269238,0,-0.14733773,4,MHP,-41.8,40.4597,39.4778,0,NULL
225,29,gumushane,2011,0,0,132374,100,0,2.9957323,4.285647,0.708,3.8527203,0,-0.1534325,4,MHP,-41.8,40.4597,39.4778,0,NULL
226,29,gumushane,2012,0,0,135216,100,0,2.9957323,4.2877274,0.654,3.8530943,0,-0.14618811,8,MHP,-41.8,40.4597,39.4778,0,NULL
227,29,gumushane,2013,0,0,141412,100,0,2.9957323,4.3067126,0.654,3.7196279,1,-0.14571565,7,AKP,-115,40.4597,39.4778,0,NULL
228,29,gumushane,2014,1,1,146353,100,0,2.9957323,4.3114843,0.658,3.6418796,1,-0.14623448,11,AKP,-115,40.4597,39.4778,0.006832795,26.02
229,29,gumushane,2015,0,0,151449,100,0,2.9957323,4.3037305,0.644,3.5193365,0,-0.1403149,10,AKP,-115,40.4597,39.4778,0,NULL
230,29,gumushane,2016,0,0,172034,100,0,2.9957323,4.184597,0.6,3.1389143,0,-0.12060195,8,AKP,-115,40.4597,39.4778,0,NULL
231,29,gumushane,2017,0,0,170173,100,0,2.9957323,4.218202,0.616,3.2202523,0,-0.109143764,6,AKP,-98.32,40.4597,39.4778,0,NULL
232,30,hakkari,2010,1,1,251302,14.350801,85.6492,8.323852,3.694077,0.114,1.6633373,0,-0.14519253,7,DTP,0,37.5744,43.7408,0.003979276,15.15
233,30,hakkari,2011,1,1,272165,14.350801,85.6492,8.323852,3.698223,0.126,1.579924,0,-0.17335929,5,DTP,0,37.5744,43.7408,0.003674242,13.99
234,30,hakkari,2012,0,0,279982,14.350801,85.6492,8.323852,3.7870822,0.126,1.7786858,0,-0.16672972,8,DTP,0,37.5744,43.7408,0,NULL
235,30,hakkari,2013,0,0,273041,14.350801,85.6492,8.323852,3.8600848,0.128,1.8202394,1,-0.16634548,10,BDP,0,37.5744,43.7408,0,NULL
236,30,hakkari,2014,0,0,276287,14.350801,85.6492,8.323852,3.8687658,0.132,1.8205706,1,-0.16954392,5,BDP,0,37.5744,43.7408,0,NULL
237,30,hakkari,2015,0,0,278775,14.350801,85.6492,8.323852,3.8974793,0.126,1.8043225,0,-0.1788203,10,BDP,0,37.5744,43.7408,0,NULL
238,30,hakkari,2016,3,3,267813,14.350801,85.6492,8.323852,4.009831,0.132,1.7810935,0,-0.16362609,10,BDP,0,37.5744,43.7408,0.011201846,42.66
239,30,hakkari,2017,0,0,275761,14.350801,85.6492,8.323852,4.0368657,0.14,1.744264,0,-0.16714136,3,HDP,0,37.5744,43.7408,0,NULL
240,31,hatay,2010,2,2,1480571,44.230022,1.4021523,4.1108737,4.0366592,1.15,0.6348902,0,-0.07042895,1,AKP,-101.8,36.2,36.15,0.00135083,5.14
241,31,hatay,2011,1,1,1474223,44.230022,1.4021523,4.1108737,4.1797175,1.19,0.6450856,0,-0.069297835,1,AKP,-101.8,36.2,36.15,0.000678323,2.58
242,31,hatay,2012,2,2,1483674,44.230022,1.4021523,4.1108737,4.1638083,1.238,0.6618705,0,-0.067791685,2,AKP,-101.8,36.2,36.15,0.001348005,5.13
243,31,hatay,2013,2,2,1503066,44.230022,1.4021523,4.1108737,4.2050147,1.296,0.6659721,1,-0.07006943,2,CHP,82.4,36.2,36.15,0.001330614,5.07
244,31,hatay,2014,9,9,1519836,44.230022,1.4021523,4.1108737,4.2285075,1.334,0.67638874,1,-0.06927054,2,CHP,82.4,36.2,36.15,0.005921692,22.55
245,31,hatay,2015,5,5,1533507,44.230022,1.4021523,4.1108737,4.2884345,1.372,0.67035884,0,-0.065653756,1,CHP,82.4,36.2,36.15,0.0032605,12.42
246,31,hatay,2016,0,0,1555165,44.230022,1.4021523,4.1108737,4.332336,1.388,0.68031365,0,-0.06668307,5,CHP,82.4,36.2,36.15,0,NULL
247,31,hatay,2017,6,6,1575226,44.230022,1.4021523,4.1108737,4.4176645,1.404,0.6811721,0,-0.062403575,2,CHP,110.32,36.2,36.15,0.003808977,14.51
248,32,isparta,2010,0,0,448298,96.436104,0,0,4.259366,1.26,1.5503081,0,-0.112201944,1,MHP,-38.7,37.7667,30.55,0,NULL
249,32,isparta,2011,1,1,411245,96.436104,0,0,4.461946,1.226,1.6997167,0,-0.10404074,3,MHP,-38.7,37.7667,30.55,0.002431641,9.26
250,32,isparta,2012,0,0,416663,96.436104,0,0,4.4241343,1.286,1.706415,0,-0.10039747,2,MHP,-38.7,37.7667,30.55,0,NULL
251,32,isparta,2013,1,1,417774,96.436104,0,0,4.4291835,1.36,1.7114516,1,-0.102053225,4,MHP,-44.5,37.7667,30.55,0.002393639,9.12
252,32,isparta,2014,0,0,418780,96.436104,0,0,4.4606776,1.44,1.7264435,1,-0.10852581,2,MHP,-44.5,37.7667,30.55,0,NULL
253,32,isparta,2015,0,0,421766,96.436104,0,0,4.467695,1.504,1.7142206,0,-0.10672572,2,MHP,-44.5,37.7667,30.55,0,NULL
254,32,isparta,2016,2,2,427324,96.436104,0,0,4.5439067,1.554,1.7153261,0,-0.10186046,2,MHP,-44.5,37.7667,30.55,0.004680289,17.82
255,32,isparta,2017,1,1,433830,96.436104,0,0,4.55879,1.534,1.6988221,0,-0.10138446,2,AKP,-76.08,37.7667,30.55,0.00230505,8.78
256,33,mersin,2010,10,9,1647899,83.73286,14.965773,1.9459101,4.2847815,1.644,0.86959213,0,-0.06238386,2,CHP,62,36.8,34.6167,0.006068333,23.11
257,33,mersin,2011,10,9,1667939,83.73286,14.965773,1.9459101,4.3697577,1.688,0.86753774,0,-0.06724237,3,CHP,62,36.8,34.6167,0.005995423,22.83
258,33,mersin,2012,3,3,1682848,83.73286,14.965773,1.9459101,4.4064612,1.786,0.8830269,0,-0.06618868,8,CHP,62,36.8,34.6167,0.001782692,6.79
259,33,mersin,2013,5,5,1705774,83.73286,14.965773,1.9459101,4.4242086,1.856,0.87877995,1,-0.06602843,4,MHP,-32,36.8,34.6167,0.002931221,11.16
260,33,mersin,2014,9,9,1727255,83.73286,14.965773,1.9459101,4.467095,1.914,0.88348275,1,-0.06672171,9,MHP,-32,36.8,34.6167,0.00521058,19.84
261,33,mersin,2015,10,9,1745221,83.73286,14.965773,1.9459101,4.5271597,1.962,0.8743878,0,-0.06584355,2,MHP,-32,36.8,34.6167,0.005729933,21.82
262,33,mersin,2016,8,8,1773852,83.73286,14.965773,1.9459101,4.5583253,2.012,0.86929464,0,-0.06446496,6,MHP,-32,36.8,34.6167,0.004509959,17.18
263,33,mersin,2017,5,5,1793931,83.73286,14.965773,1.9459101,4.6051116,2.02,0.86736894,0,-0.06379816,2,CHP,90.18,36.8,34.6167,0.002787175,10.61
264,34,istanbul,2010,37,36,13255685,87.65423,10.784004,2.9957323,4.986245,1.726,0.23288122,0,-0.046082497,2,AKP,-88.4,41.01,28.9603,0.002791255,10.63
265,34,istanbul,2011,27,24,13624240,87.65423,10.784004,2.9957323,5.0965643,1.756,0.22848982,0,-0.048843563,5,AKP,-88.4,41.01,28.9603,0.001981762,7.55
266,34,istanbul,2012,31,30,13854740,87.65423,10.784004,2.9957323,5.122495,1.804,0.23024611,0,-0.04801953,1,AKP,-88.4,41.01,28.9603,0.002237501,8.52
267,34,istanbul,2013,28,26,14160467,87.65423,10.784004,2.9957323,5.1708393,1.868,0.22760549,1,-0.046464473,1,AKP,-95.8,41.01,28.9603,0.001977336,7.53
268,34,istanbul,2014,46,42,14377018,87.65423,10.784004,2.9957323,5.1870613,1.926,0.22737677,1,-0.04894334,1,AKP,-95.8,41.01,28.9603,0.003199551,12.19
269,34,istanbul,2015,34,31,14657434,87.65423,10.784004,2.9957323,5.246823,1.95,0.22630155,0,-0.047354907,2,AKP,-95.8,41.01,28.9603,0.002319642,8.83
270,34,istanbul,2016,27,26,14804116,87.65423,10.784004,2.9957323,5.2765107,1.954,0.2266937,0,-0.04415655,4,AKP,-95.8,41.01,28.9603,0.001823817,6.95
271,34,istanbul,2017,37,37,15029231,87.65423,10.784004,2.9957323,5.339387,1.936,0.22642542,0,-0.043720037,1,CHP,97.6,41.01,28.9603,0.002461869,9.38
272,35,izmir,2010,15,13,3948848,93.250244,5.1960487,1.609438,4.6284914,2.468,0.44747227,0,-0.049854547,2,CHP,110.4,38.4127,27.1384,0.003798576,14.47
273,35,izmir,2011,20,20,3965232,93.250244,5.1960487,1.609438,4.7580657,2.554,0.44940624,0,-0.053272635,9,CHP,110.4,38.4127,27.1384,0.005043841,19.21
274,35,izmir,2012,15,15,4005459,93.250244,5.1960487,1.609438,4.7837796,2.638,0.45512885,0,-0.051101744,2,CHP,110.4,38.4127,27.1384,0.003744889,14.26
275,35,izmir,2013,16,15,4061074,93.250244,5.1960487,1.609438,4.8309145,2.724,0.45406708,1,-0.049664557,2,CHP,99.2,38.4127,27.1384,0.003939844,15
276,35,izmir,2014,14,13,4113072,93.250244,5.1960487,1.609438,4.851921,2.754,0.45318925,1,-0.051433384,4,CHP,99.2,38.4127,27.1384,0.003403782,12.96
277,35,izmir,2015,19,18,4168415,93.250244,5.1960487,1.609438,4.8763027,2.75,0.44717237,0,-0.051036984,6,CHP,99.2,38.4127,27.1384,0.004558087,17.36
278,35,izmir,2016,19,18,4223545,93.250244,5.1960487,1.609438,4.901576,2.742,0.44630754,0,-0.047436655,8,CHP,99.2,38.4127,27.1384,0.004498591,17.13
279,35,izmir,2017,23,22,4279677,93.250244,5.1960487,1.609438,4.972736,2.704,0.44279042,0,-0.047745496,6,CHP,116.2,38.4127,27.1384,0.005374237,20.47
280,36,kars,2010,1,1,301766,33.109703,65.159454,5.5412636,3.7948122,0.46,1.6171471,0,-0.07830125,4,AKP,-65.4,40.6069,43.0931,0.003313826,12.62
281,36,kars,2011,2,2,305755,33.109703,65.159454,5.5412636,3.8606033,0.444,1.5993197,0,-0.08687709,1,AKP,-65.4,40.6069,43.0931,0.006541185,24.91
282,36,kars,2012,1,1,304821,33.109703,65.159454,5.5412636,3.916722,0.462,1.6501487,0,-0.080963954,4,AKP,-65.4,40.6069,43.0931,0.003280614,12.49
283,36,kars,2013,0,0,300874,33.109703,65.159454,5.5412636,3.9023468,0.458,1.6717962,1,-0.078230575,4,MHP,-28.4,40.6069,43.0931,0,NULL
284,36,kars,2014,1,1,296466,33.109703,65.159454,5.5412636,3.9463208,0.478,1.7000263,1,-0.08221136,2,MHP,-28.4,40.6069,43.0931,0.003373068,12.85
285,36,kars,2015,3,3,292660,33.109703,65.159454,5.5412636,4.0801373,0.484,1.722135,0,-0.08326778,1,MHP,-28.4,40.6069,43.0931,0.010250803,39.04
286,36,kars,2016,0,0,289786,33.109703,65.159454,5.5412636,4.1007047,0.474,1.7564685,0,-0.08319551,1,MHP,-28.4,40.6069,43.0931,0,NULL
287,36,kars,2017,1,1,287654,33.109703,65.159454,5.5412636,4.1850333,0.462,1.7868689,0,-0.08168711,2,HDP,0,40.6069,43.0931,0.003476399,13.24
288,37,kastamonu,2010,2,2,361222,100,0,0,4.2515025,0.99,7.0482974,0,-0.113774836,1,MHP,-49.3,41.3833,33.7833,0.005536761,21.09
289,37,kastamonu,2011,1,1,359759,100,0,0,4.3644905,1.044,7.0797396,0,-0.12289959,1,MHP,-49.3,41.3833,33.7833,0.002779639,10.59
290,37,kastamonu,2012,2,2,359808,100,0,0,4.3742867,1.124,7.1621532,0,-0.11944857,2,MHP,-49.3,41.3833,33.7833,0.00555852,21.17
291,37,kastamonu,2013,1,1,368093,100,0,0,4.3702903,1.21,7.038982,1,-0.12846126,1,AKP,-91.4,41.3833,33.7833,0.002716705,10.35
292,37,kastamonu,2014,1,1,368907,100,0,0,4.4090166,1.222,7.0505576,1,-0.12947428,2,AKP,-91.4,41.3833,33.7833,0.00271071,10.32
293,37,kastamonu,2015,1,1,372633,100,0,0,4.4377966,1.194,7.0042105,0,-0.11457083,2,AKP,-91.4,41.3833,33.7833,0.002683606,10.22
294,37,kastamonu,2016,1,1,376945,100,0,0,4.458226,1.152,6.953269,0,-0.11499326,2,AKP,-91.4,41.3833,33.7833,0.002652907,10.1
295,37,kastamonu,2017,3,3,372373,100,0,0,4.516925,1.08,7.0037303,0,-0.11128296,1,MHP,-49.55,41.3833,33.7833,0.008056438,30.68
296,38,kayseri,2010,4,4,1234651,97.985466,1.5108991,2.0794415,4.3289356,1.482,1.0156716,0,-0.09737393,1,AKP,-121,38.7333,35.4833,0.003239782,12.34
297,38,kayseri,2011,5,5,1255349,97.985466,1.5108991,2.0794415,4.460185,1.532,1.0124675,0,-0.10133074,1,AKP,-121,38.7333,35.4833,0.003982956,15.17
298,38,kayseri,2012,5,5,1274968,97.985466,1.5108991,2.0794415,4.484106,1.568,1.0110058,0,-0.09962909,3,AKP,-121,38.7333,35.4833,0.003921667,14.94
299,38,kayseri,2013,2,2,1295355,97.985466,1.5108991,2.0794415,4.5427604,1.644,1.0020419,1,-0.0974513,3,AKP,-118,38.7333,35.4833,0.001543978,5.88
300,38,kayseri,2014,5,5,1322376,97.985466,1.5108991,2.0794415,4.549368,1.702,0.99366593,1,-0.09648046,1,AKP,-118,38.7333,35.4833,0.003781073,14.4
301,38,kayseri,2015,1,1,1341056,97.985466,1.5108991,2.0794415,4.58063,1.776,0.97982484,0,-0.095449686,3,AKP,-118,38.7333,35.4833,0.000745681,2.84
302,38,kayseri,2016,5,5,1358980,97.985466,1.5108991,2.0794415,4.607557,1.826,0.9875053,0,-0.09180018,2,AKP,-118,38.7333,35.4833,0.00367923,14.01
303,38,kayseri,2017,7,7,1376722,97.985466,1.5108991,2.0794415,4.6627674,1.91,0.9885801,0,-0.08840719,1,AKP,-126.78,38.7333,35.4833,0.005084541,19.36
304,39,kirklareli,2010,0,0,332791,97.83387,2.1661334,0,4.6138206,1.456,0.838364,0,-0.07674372,1,CHP,99.8,41.7347,27.2253,0,NULL
305,39,kirklareli,2011,1,1,340199,97.83387,2.1661334,0,4.674813,1.536,0.82598716,0,-0.08374122,3,CHP,99.8,41.7347,27.2253,0.002939456,11.19
306,39,kirklareli,2012,1,1,341218,97.83387,2.1661334,0,4.705574,1.586,0.8440352,0,-0.080507606,2,CHP,99.8,41.7347,27.2253,0.002930678,11.16
307,39,kirklareli,2013,0,0,340559,97.83387,2.1661334,0,4.7325473,1.622,0.8574138,1,-0.08499092,3,CHP,76,41.7347,27.2253,0,NULL
308,39,kirklareli,2014,0,0,343723,97.83387,2.1661334,0,4.741452,1.652,0.85824925,1,-0.08402157,4,CHP,76,41.7347,27.2253,0,NULL
309,39,kirklareli,2015,3,3,346973,97.83387,2.1661334,0,4.75844,1.726,0.8530923,0,-0.080669194,4,CHP,76,41.7347,27.2253,0.008646206,32.93
310,39,kirklareli,2016,1,1,351684,97.83387,2.1661334,0,4.7741847,1.75,0.8473516,0,-0.075142026,1,CHP,76,41.7347,27.2253,0.002843462,10.83
