,age,date,district,city,perpetrator_en_new,excuses_cat
1580,37.0,28/07/2011,Akdeniz, Mersin,boyfriend,Woman Decision and Preferences
1581,34.0,24/07/2011,Çankaya, Ankara,partner,Separation & Jealousy
1582,30.0,22/07/2011,Merkez, Kars,partner,Unknown
1583,21.0,20/07/2011,Dörtyol, Hatay,relative,Masculinity&Honor
1584,26.0,19/07/2011,Buca, İzmir,partner,Masculinity&Honor
1585,36.0,17/07/2011,Kartepe, Kocaeli,partner,Unknown
1586,45.0,15/07/2011,Bornova, İzmir,partner,Woman Decision and Preferences
1587,16.0,14/07/2011,Gaziosmanpaşa, Istanbul,attacker,Unknown
1588,24.0,14/07/2011,Meram, Konya,partner,Unknown
1589,45.0,12/7/2011,Ünye, Ordu,partner,Unknown
1590,20.0,9/7/2011,Çaldıran, Van,partner,Separation & Jealousy
1591,21.0,9/7/2011,Çukurova, Adana,partner,Other
1592,33.0,9/7/2011,İlkadım, Samsun,partner,Other
1593,38.0,9/7/2011,Bayrampaşa, Istanbul,ex-partner,Unknown
1594,18.0,8/7/2011,Elbistan, Kahramanmaraş,boyfriend,Other
1595,33.0,8/7/2011,Çankaya, Ankara,partner,Separation & Jealousy
1596,73.0,1/7/2011,Mucur, Kırşehir,relative,Sexual expectation
1597,61.0,30/06/2011,Orhangazi, Bursa,relative,Unknown
1598,31.0,29/06/2011,Kocasinan, Kayseri,partner,Separation & Jealousy
1599,37.0,27/06/2011,Merkez, Malatya,partner,Unknown
1600,45.0,25/06/2011,Bodrum, Muğla,ex-partner,Separation & Jealousy
1601,24.0,25/06/2011,Menemen, İzmir,partner,Separation & Jealousy
1602,25.0,23/06/2011,Merkez, Bitlis,ex-partner,Other
1603,18.0,23/06/2011,Merkez, Düzce,partner,Separation & Jealousy
1604,45.0,22/06/2011,Merkez, Bartın,partner,Separation & Jealousy
1605,21.0,22/06/2011,Etimesgut, Ankara,partner,Masculinity&Honor
1606,44.0,20/06/2011,Alaplı, Zonguldak,partner,Other
1607,50.0,19/06/2011,Merkez, Denizli,partner,Separation & Jealousy
1608,60.0,14/06/2011,Çeşme, İzmir,partner,Unknown
1609,21.0,14/06/2011,Silvan, Diyarbakır,partner,Other
1610,80.0,11/6/2011,Susurluk, Balıkesir,son,Other
1611,13.0,11/6/2011,Sultanbeyli, Istanbul,known man,Unknown
1612,38.0,11/6/2011,Sultanbeyli, Istanbul,ex-partner,Separation & Jealousy
1613,,10/6/2011,Turhal, Tokat,ex-partner,Unknown
1614,60.0,10/6/2011,Turhal, Tokat,partner,Unknown
1615,17.0,10/6/2011,Espiye, Giresun,known man,Separation & Jealousy
1616,50.0,6/6/2011,Ödemiş, İzmir,known man,Separation & Jealousy
1617,32.0,31/05/2011,Kocasinan, Kayseri,partner,Unknown
1618,19.0,31/05/2011,Yüksekova, Hakkâri,partner,Unknown
1619,35.0,29/05/2011,Sancaktepe, Istanbul,boyfriend,Masculinity&Honor
1620,26.0,29/05/2011,Döşemealtı, Antalya,partner,Unknown
1621,24.0,28/05/2011,Kocasinan, Kayseri,partner,Separation & Jealousy
1622,52.0,26/05/2011,Sarıyer, Istanbul,partner,Other
1623,39.0,26/05/2011,Merkez, Denizli,partner,Unknown
1624,42.0,20/05/2011,Büyükçekmece, Istanbul,partner,Separation & Jealousy
1625,73.0,19/05/2011,Doğanhisar, Konya,partner,Unknown
1626,56.0,18/05/2011,Burhaniye, Balıkesir,partner,Unknown
1627,5.0,17/05/2011,Şehitkâmil, Gaziantep,known man,Sexual expectation
1628,37.0,14/05/2011,Fatih, Istanbul,known man,Other
1629,21.0,13/05/2011,Merkez, Kırklareli,known man,Separation & Jealousy
1630,38.0,11/5/2011,Tuzla, Istanbul,partner,Other
1631,22.0,9/5/2011,Derik, Mardin,partner,Other
1632,15.0,7/5/2011,Kovancılar, Elazığ,relative,Separation & Jealousy
1633,8.0,5/5/2011,Şahinbey, Gaziantep,known man,Fight
1634,8.0,5/5/2011,Şahinbey, Gaziantep,known man,Fight
1635,34.0,5/5/2011,Şahinbey, Gaziantep,known man,Fight
1636,14.0,5/5/2011,Şahinbey, Gaziantep,known man,Fight
1637,39.0,4/5/2011,Merkez, Aydın,known man,Separation & Jealousy
1638,31.0,27/04/2011,Arnavutköy, Istanbul,ex-partner,Children
1639,39.0,25/04/2011,Alanya, Antalya,ex-partner,Separation & Jealousy
1640,36.0,24/04/2011,Karabağlar, İzmir,partner,Separation & Jealousy
1641,52.0,24/04/2011,Fethiye, Muğla,ex-partner,Masculinity&Honor
1642,19.0,21/04/2011,Bayındır, İzmir,known man,Separation & Jealousy
1643,35.0,19/04/2011,Toroslar, Mersin,partner,Male service expectations
1644,67.0,18/04/2011,Çivril, Denizli,partner,Masculinity&Honor
1645,40.0,15/04/2011,Çukurova, Adana,partner,Separation & Jealousy
1646,21.0,14/04/2011,Burhaniye, Balıkesir,boyfriend,Separation & Jealousy
1647,31.0,13/04/2011,Gaziosmanpaşa, Istanbul,partner,Separation & Jealousy
1648,32.0,12/4/2011,Gaziemir, İzmir,partner,Other
1649,38.0,11/4/2011,Bafra, Samsun,partner,Masculinity&Honor
1650,24.0,4/4/2011,Çiğli, İzmir,partner,Unknown
1651,25.0,1/4/2011,Çiçekdağı, Kırşehir,boyfriend,Unknown
1652,31.0,1/4/2011,Eyüp, Istanbul,brother,Masculinity&Honor
1653,33.0,31/03/2011,Meram, Konya,boyfriend,Other
1654,42.0,28/03/2011,Canik, Samsun,partner,Separation & Jealousy
1655,19.0,28/03/2011,Dursunbey, Balıkesir,boyfriend,Separation & Jealousy
1656,21.0,27/03/2011,Kepez, Antalya,partner,Unknown
1657,20.0,26/03/2011,Karacasu, Aydın,attacker,Sexual expectation
1658,23.0,25/03/2011,Merkez, Elazığ,partner,Separation & Jealousy
1659,43.0,25/03/2011,Maltepe, Istanbul,son,Other
1660,19.0,23/03/2011,Meram, Konya,partner,Separation & Jealousy
1661,35.0,22/03/2011,Osmangazi, Bursa,partner,Other
1662,,19/03/2011,Mamak, Ankara,ex-partner,Separation & Jealousy
1663,24.0,19/03/2011,Manavgat, Antalya,partner,Separation & Jealousy
1664,33.0,17/03/2011,Bayrampaşa, Istanbul,partner,Separation & Jealousy
1665,46.0,16/03/2011,Yüreğir, Adana,son,Masculinity&Honor
1666,22.0,16/03/2011,Yüreğir, Adana,brother,Masculinity&Honor
1667,15.0,16/03/2011,Yüreğir, Adana,brother,Masculinity&Honor
1668,26.0,13/03/2011,Hasanbeyli, Osmaniye,father-in-law,Other
1669,26.0,10/3/2011,Seyhan, Adana,partner,Other
1670,38.0,7/3/2011,Merkez, Balıkesir,father,Male service expectations
1671,42.0,5/3/2011,Çorlu, Tekirdağ,ex-partner,Other
1672,19.0,3/3/2011,Ulus, Bartın,boyfriend,Unknown
1673,19.0,1/3/2011,Mezitli, Mersin,brother,Masculinity&Honor
1674,34.0,28/02/2011,Kepez, Antalya,partner,Separation & Jealousy
1675,31.0,26/02/2011,Maltepe, Istanbul,boyfriend,Other
1676,43.0,23/02/2011,Üsküdar, Istanbul,partner,Separation & Jealousy
1677,51.0,23/02/2011,Yüreğir, Adana,partner,Separation & Jealousy
1678,48.0,23/02/2011,Tarsus, Mersin,partner,Other
1679,28.0,21/02/2011,Odunpazarı, Eskişehir,ex-partner,Separation & Jealousy
1680,34.0,20/02/2011,Merkez, Karaman,partner,Separation & Jealousy
1681,43.0,20/02/2011,Hilvan, Şanlıurfa,relative,Other
1682,37.0,19/02/2011,Erdemli, Mersin,partner,Unknown
1683,21.0,19/02/2011,Şahinbey, Gaziantep,ex-partner,Separation & Jealousy
1684,60.0,16/02/2011,Merkez, Edirne,known man,Unknown
1685,59.0,15/02/2011,Ataşehir, Istanbul,partner,Separation & Jealousy
1686,18.0,14/02/2011,Kovancılar, Elazığ,father,Separation & Jealousy
1687,21.0,12/2/2011,Kocasinan, Kayseri,partner,Masculinity&Honor
1688,33.0,10/2/2011,Ümraniye, Istanbul,partner,Separation & Jealousy
1689,50.0,8/2/2011,Merkez, Bartın,known man,Other
1690,25.0,8/2/2011,Bahçelievler, Istanbul,partner,Separation & Jealousy
1691,45.0,7/2/2011,Çaycuma, Zonguldak,known man,Unknown
1692,50.0,7/2/2011,Merkez, Tekirdağ,ex-partner,Masculinity&Honor
1693,43.0,7/2/2011,Çaycuma, Zonguldak,known man,Unknown
1694,42.0,5/2/2011,Merkez, Şanlıurfa,partner,Separation & Jealousy
1695,34.0,4/2/2011,Merkez, Nevşehir,ex-partner,Woman Decision and Preferences
1696,66.0,4/2/2011,Merkez, Nevşehir,relative,Unknown
1697,29.0,3/2/2011,Konyaaltı, Antalya,partner,Masculinity&Honor
1698,59.0,1/2/2011,Şehitkâmil, Gaziantep,son,Masculinity&Honor
1699,42.0,27/01/2011,Mezitli, Mersin,partner,Unknown
1700,41.0,26/01/2011,Şahinbey, Gaziantep,father,Masculinity&Honor
1701,20.0,25/01/2011,Sorgun, Yozgat,father,Masculinity&Honor
1702,28.0,21/01/2011,Merkez, Şanlıurfa,partner,Unknown
1703,12.0,20/01/2011,Altındağ, Ankara,father,Unknown
1704,38.0,20/01/2011,Dikili, İzmir,partner,Separation & Jealousy
1705,19.0,17/01/2011,Hazro, Diyarbakır,partner,Masculinity&Honor
1706,29.0,16/01/2011,Çukurova, Adana,brother,Unknown
1707,57.0,14/01/2011,Merkez, Iğdır,relative,Fight
1708,44.0,12/1/2011,Senirkent, Isparta,boyfriend,Unknown
1709,38.0,10/1/2011,Merkez, Kahramanmaraş,partner,Woman Decision and Preferences
1710,29.0,9/1/2011,Çiğli, İzmir,brother,Unknown
1711,24.0,8/1/2011,Bandırma, Balıkesir,ex-partner,Separation & Jealousy
1712,37.0,5/1/2011,Akhisar, Manisa,partner,Other
1713,16.0,4/1/2011,Merkez, Iğdır,brother,Masculinity&Honor
1714,,2/1/2011,Merkez, Kırıkkale,partner,Separation & Jealousy
1715,55.0,1/1/2011,Gaziosmanpaşa, Istanbul,attacker,Other
1716,,31/12/2010,Çubuk, Ankara,partner,Separation & Jealousy
1717,32.0,28/12/2010,Ulukışla, Niğde,partner,Separation & Jealousy
1718,52.0,28/12/2010,Ulukışla, Niğde,partner,Other
1719,37.0,25/12/2010,Selçuklu, Konya,known man,Sexual expectation
1720,15.0,23/12/2010,Kadıköy, Istanbul,relative,Other
1721,23.0,23/12/2010,Altındağ, Ankara,partner,Other
1722,35.0,23/12/2010,Kadıköy, Istanbul,ex-partner,Separation & Jealousy
1723,18.0,23/12/2010,Harran, Şanlıurfa,relative,Other
1724,22.0,22/12/2010,Viranşehir, Şanlıurfa,partner,Other
1725,50.0,21/12/2010,Torbalı, İzmir,partner,Other
1726,33.0,21/12/2010,Meram, Konya,ex-partner,Masculinity&Honor
1727,63.0,18/12/2010,Ereğli, Zonguldak,partner,Unknown
1728,26.0,14/12/2010,Fatih, Istanbul,brother,Woman Decision and Preferences
1729,27.0,12/12/2010,Erdemli, Mersin,boyfriend,Unknown
1730,42.0,7/12/2010,Keçiören, Ankara,ex-partner,Unknown
1731,39.0,6/12/2010,Köyceğiz, Muğla,partner,Separation & Jealousy
1732,36.0,3/12/2010,Buldan, Denizli,boyfriend,Separation & Jealousy
1733,9.0,2/12/2010,Kemalpaşa, İzmir,father,Children
1734,35.0,29/11/2010,Kuşadası, Aydın,partner,Other
1735,32.0,24/11/2010,Tarsus, Mersin,ex-partner,Separation & Jealousy
1736,18.0,22/11/2010,Konak, İzmir,ex-partner,Separation & Jealousy
1737,20.0,18/11/2010,Şehitkâmil, Gaziantep,father,Masculinity&Honor
1738,21.0,18/11/2010,Şehitkâmil, Gaziantep,father,Masculinity&Honor
1739,39.0,15/11/2010,Adapazarı, Sakarya,partner,Masculinity&Honor
1740,28.0,15/11/2010,Gürsu, Bursa,boyfriend,Separation & Jealousy
1741,73.0,13/11/2010,Tomarza, Kayseri,relative,Other
1742,20.0,12/11/2010,Karabağlar, İzmir,boyfriend,Unknown
1743,7.0,10/11/2010,Erciş, Van,attacker,Sexual expectation
1744,43.0,10/11/2010,Erciş, Van,attacker,Unknown
1745,15.0,10/11/2010,Erciş, Van,attacker,Sexual expectation
1746,30.0,9/11/2010,Köyceğiz, Muğla,partner,Other
1747,38.0,9/11/2010,Şahinbey, Gaziantep,known man,Other
1748,27.0,4/11/2010,Merkez, Malatya,partner,Unknown
1749,28.0,4/11/2010,Ümraniye, Istanbul,boyfriend,Other
1750,36.0,29/10/2010,Yenişehir, Mersin,partner,Other
1751,41.0,29/10/2010,Bodrum, Muğla,partner,Household service expectations
1752,35.0,28/10/2010,Küçükçekmece, Istanbul,ex-partner,Separation & Jealousy
1753,44.0,27/10/2010,Kadıköy, Istanbul,boyfriend,Separation & Jealousy
1754,15.0,25/10/2010,Kocaköy, Diyarbakır,relative,Sexual expectation
1755,23.0,25/10/2010,Hakkari, Hakkâri,partner,Masculinity&Honor
1756,40.0,22/10/2010,Şişli, Istanbul,relative,Other
1757,25.0,21/10/2010,Seyhan, Adana,brother,Masculinity&Honor
1758,40.0,21/10/2010,Mamak, Ankara,relative,Unknown
1759,38.0,18/10/2010,Tuzla, Istanbul,partner,Other
1760,18.0,18/10/2010,Tuzla, Istanbul,partner,Separation & Jealousy
1761,18.0,16/10/2010,Çukurova, Adana,brother,Other
1762,32.0,16/10/2010,Çukurova, Adana,brother,Male service expectations
1763,55.0,16/10/2010,Çukurova, Adana,son,Other
1764,51.0,15/10/2010,Yenimahalle, Ankara,brother,Other
1765,25.0,12/10/2010,İncirliova, Aydın,boyfriend,Masculinity&Honor
1766,44.0,11/10/2010,Karapınar, Konya,known man,Unknown
1767,32.0,10/10/2010,Selçuklu, Konya,relative,Other
1768,32.0,6/10/2010,Simav, Kütahya,partner,Separation & Jealousy
1769,28.0,4/10/2010,Beydağ, İzmir,ex-partner,Unknown
1770,30.0,4/10/2010,Yenişehir, Mersin,boyfriend,Separation & Jealousy
1771,71.0,1/10/2010,Akdeniz, Mersin,attacker,Unknown
1772,58.0,30/09/2010,Hüyük, Konya,partner,Other
1773,83.0,28/09/2010,Kocaali, Sakarya,relative,Sexual expectation
1774,72.0,28/09/2010,Osmangazi, Bursa,partner,Other
1775,35.0,27/09/2010,Şahinbey, Gaziantep,boyfriend,Separation & Jealousy
1776,36.0,27/09/2010,Bayraklı, İzmir,partner,Separation & Jealousy
1777,,25/09/2010,Bağcılar, Istanbul,partner,Separation & Jealousy
1778,55.0,24/09/2010,Antakya, Hatay,relative,Other
1779,55.0,22/09/2010,Çilimli, Düzce,partner,Other
1780,42.0,18/09/2010,Odunpazarı, Eskişehir,partner,Masculinity&Honor
1781,20.0,18/09/2010,Dilovası, Kocaeli,partner,Separation & Jealousy
1782,31.0,15/09/2010,Şehitkâmil, Gaziantep,partner,Unknown
1783,34.0,14/09/2010,Bahçelievler, Istanbul,ex-partner,Separation & Jealousy
1784,11.0,14/09/2010,Odunpazarı, Eskişehir,attacker,Sexual expectation
1785,23.0,14/09/2010,Kadıköy, Istanbul,partner,Separation & Jealousy
1786,20.0,13/09/2010,Merkez, Şanlıurfa,brother,Masculinity&Honor
1787,29.0,13/09/2010,Şahinbey, Gaziantep,brother,Masculinity&Honor
1788,43.0,9/9/2010,Seyhan, Adana,partner,Separation & Jealousy
1789,48.0,8/9/2010,Merkez, Aksaray,partner,Separation & Jealousy
1790,33.0,6/9/2010,Merkez, Kastamonu,partner,Other
1791,38.0,6/9/2010,Yenişehir, Mersin,partner,Other
1792,12.0,2/9/2010,Tortum, Erzurum,relative,Sexual expectation
1793,57.0,29/08/2010,Ortaca, Muğla,relative,Unknown
1794,48.0,28/08/2010,Avcılar, Istanbul,partner,Other
1795,44.0,28/08/2010,Bahçelievler, Istanbul,boyfriend,Masculinity&Honor
1796,30.0,28/08/2010,Avcılar, Istanbul,relative,Other
1797,33.0,27/08/2010,Merkez, Trabzon,boyfriend,Other
1798,24.0,27/08/2010,Merkez, Batman,partner,Other
1799,16.0,27/08/2010,Merkez, Kilis,brother,Woman Decision and Preferences
1800,43.0,26/08/2010,Bağlar, Diyarbakır,partner,Household service expectations
1801,27.0,24/08/2010,Kocasinan, Kayseri,partner,Separation & Jealousy
1802,25.0,24/08/2010,Tillo, Siirt,partner,Separation & Jealousy
1803,24.0,24/08/2010,Seyhan, Adana,partner,Household service expectations
1804,35.0,23/08/2010,Yüreğir, Adana,partner,Other
1805,27.0,19/08/2010,Pendik, Istanbul,known man,Masculinity&Honor
1806,17.0,17/08/2010,Alaşehir, Manisa,known man,Sexual expectation
1807,50.0,16/08/2010,Çayırova, Kocaeli,partner,Other
1808,,16/08/2010,Ilgın, Konya,partner,Other
1809,53.0,16/08/2010,Mudanya, Bursa,ex-partner,Separation & Jealousy
1810,33.0,15/08/2010,Gölbaşı, Ankara,ex-partner,Unknown
1811,38.0,15/08/2010,Gölbaşı, Ankara,relative,Other
1812,27.0,14/08/2010,Buca, İzmir,partner,Separation & Jealousy
1813,21.0,13/08/2010,Melikgazi, Kayseri,partner,Other
1814,52.0,13/08/2010,Şehitkâmil, Gaziantep,partner,Other
1815,46.0,13/08/2010,Merkez, Osmaniye,partner,Unknown
1816,42.0,13/08/2010,Keçiören, Ankara,boyfriend,Separation & Jealousy
1817,29.0,12/8/2010,Merkez, Van,ex-partner,Unknown
1818,61.0,11/8/2010,Beyoğlu, Istanbul,boyfriend,Other
1819,41.0,11/8/2010,Mezitli, Mersin,partner,Separation & Jealousy
1820,37.0,10/8/2010,Beyoğlu, Istanbul,known man,Other
1821,50.0,5/8/2010,Gazipaşa, Antalya,father-in-law,Unknown
1822,41.0,4/8/2010,Keçiören, Ankara,boyfriend,Separation & Jealousy
1823,22.0,4/8/2010,Keçiören, Ankara,known man,Other
1824,42.0,4/8/2010,Didim, Aydın,attacker,Unknown
1825,30.0,4/8/2010,Karacabey, Bursa,partner,Other
1826,48.0,1/8/2010,Ümraniye, Istanbul,partner,Unknown
1827,19.0,1/8/2010,Tepebaşı, Eskişehir,partner,Separation & Jealousy
1828,22.0,1/8/2010,Ümraniye, Istanbul,father,Unknown
1829,20.0,30/07/2010,Suruç, Şanlıurfa,relative,Other
1830,46.0,29/07/2010,Odunpazarı, Eskişehir,partner,Separation & Jealousy
1831,25.0,29/07/2010,Nilüfer, Bursa,boyfriend,Other
1832,40.0,28/07/2010,Merkez, Uşak,ex-partner,Separation & Jealousy
1833,27.0,26/07/2010,Seyhan, Adana,known man,Unknown
1834,20.0,26/07/2010,Seyhan, Adana,ex-partner,Unknown
1835,19.0,26/07/2010,İnegöl, Bursa,boyfriend,Separation & Jealousy
1836,22.0,23/07/2010,Muratpaşa, Antalya,boyfriend,Other
1837,41.0,22/07/2010,Merkez, Kastamonu,partner,Other
1838,39.0,21/07/2010,Karabağlar, İzmir,boyfriend,Masculinity&Honor
1839,22.0,20/07/2010,Elmalı, Antalya,partner,Separation & Jealousy
1840,44.0,20/07/2010,Konak, İzmir,partner,Separation & Jealousy
1841,35.0,17/07/2010,Kadıköy, Istanbul,boyfriend,Unknown
1842,48.0,16/07/2010,Esenyurt, Istanbul,ex-partner,Separation & Jealousy
1843,43.0,14/07/2010,Mamak, Ankara,partner,Separation & Jealousy
1844,24.0,13/07/2010,Kadıköy, Istanbul,boyfriend,Separation & Jealousy
1845,2.0,13/07/2010,Merkez, Amasya,attacker,Sexual expectation
1846,17.0,13/07/2010,Bodrum, Muğla,ex-partner,Unknown
1847,24.0,11/7/2010,Merkez, Karaman,ex-partner,Unknown
1848,40.0,9/7/2010,Keçiören, Ankara,father,Other
1849,30.0,9/7/2010,Osmangazi, Bursa,partner,Separation & Jealousy
1850,57.0,9/7/2010,Keçiören, Ankara,partner,Other
1851,24.0,6/7/2010,Merkez, Karaman,partner,Separation & Jealousy
1852,57.0,3/7/2010,Nilüfer, Bursa,attacker,Other
1853,45.0,1/7/2010,Merkez, Tekirdağ,partner,Separation & Jealousy
1854,19.0,1/7/2010,Kemalpaşa, İzmir,relative,Woman Decision and Preferences
1855,50.0,28/06/2010,Kalecik, Ankara,partner,Other
1856,24.0,25/06/2010,Küçükçekmece, Istanbul,ex-partner,Masculinity&Honor
1857,50.0,22/06/2010,Seyhan, Adana,partner,Household service expectations
1858,36.0,19/06/2010,Bodrum, Muğla,ex-partner,Separation & Jealousy
1859,,16/06/2010,Aladağ, Adana,partner,Other
1860,53.0,15/06/2010,Havran, Balıkesir,attacker,Separation & Jealousy
1861,26.0,15/06/2010,Çivril, Denizli,partner,Separation & Jealousy
1862,62.0,12/6/2010,Mamak, Ankara,partner,Masculinity&Honor
1863,31.0,12/6/2010,Çınar, Diyarbakır,partner,Other
1864,36.0,10/6/2010,Merkez, Çorum,partner,Separation & Jealousy
1865,70.0,7/6/2010,Yenimahalle, Ankara,partner,Unknown
1866,48.0,4/6/2010,Merkez, Şanlıurfa,relative,Separation & Jealousy
1867,42.0,2/6/2010,Yüreğir, Adana,partner,Sexual expectation
1868,50.0,29/05/2010,Kocasinan, Kayseri,son,Other
1869,77.0,28/05/2010,Hisarcık, Kütahya,partner,Unknown
1870,45.0,28/05/2010,Pendik, Istanbul,partner,Other
1871,35.0,27/05/2010,Aksu, Antalya,attacker,Other
1872,21.0,26/05/2010,Antakya, Hatay,partner,Separation & Jealousy
1873,38.0,26/05/2010,Şahinbey, Gaziantep,known man,Unknown
1874,36.0,24/05/2010,Beylikdüzü, Istanbul,partner,Separation & Jealousy
1875,,23/05/2010,Merkez, Tekirdağ,boyfriend,Separation & Jealousy
1876,38.0,21/05/2010,Merkez, Denizli,ex-partner,Unknown
1877,21.0,20/05/2010,Gaziosmanpaşa, Istanbul,boyfriend,Woman Decision and Preferences
1878,24.0,19/05/2010,Tarsus, Mersin,partner,Unknown
1879,26.0,17/05/2010,Alanya, Antalya,boyfriend,Woman Decision and Preferences
1880,22.0,14/05/2010,Ceyhan, Adana,partner,Other
1881,39.0,14/05/2010,Tarsus, Mersin,partner,Woman Decision and Preferences
1882,18.0,8/5/2010,Çubuk, Ankara,known man,Separation & Jealousy
1883,26.0,8/5/2010,Merkez, Kahramanmaraş,ex-partner,Other
1884,32.0,7/5/2010,Sincan, Ankara,partner,Separation & Jealousy
1885,45.0,6/5/2010,Milas, Muğla,partner,Unknown
1886,25.0,5/5/2010,Fatih, Istanbul,ex-partner,Separation & Jealousy
1887,16.0,4/5/2010,Merkez, Çorum,attacker,Separation & Jealousy
1888,42.0,30/04/2010,Ünye, Ordu,partner,Unknown
1889,20.0,29/04/2010,Merkez, Kars,partner,Unknown
1890,42.0,29/04/2010,Milas, Muğla,relative,Unknown
1891,39.0,28/04/2010,Merkez, Manisa,partner,Separation & Jealousy
1892,35.0,28/04/2010,Serik, Antalya,partner,Separation & Jealousy
1893,41.0,26/04/2010,Seyhan, Adana,relative,Separation & Jealousy
1894,,26/04/2010,Merkez, Aydın,partner,Masculinity&Honor
1895,22.0,26/04/2010,Balçova, İzmir,attacker,Unknown
1896,27.0,26/04/2010,Balçova, İzmir,attacker,Unknown
1897,22.0,24/04/2010,İnegöl, Bursa,ex-partner,Other
1898,22.0,23/04/2010,Merkez, Ağrı,brother,Masculinity&Honor
1899,51.0,21/04/2010,Bayrampaşa, Istanbul,ex-partner,Unknown
1900,29.0,17/04/2010,Yıldırım, Bursa,ex-partner,Separation & Jealousy
1901,36.0,15/04/2010,Şahinbey, Gaziantep,ex-partner,Unknown
1902,37.0,12/4/2010,Karamürsel, Kocaeli,partner,Separation & Jealousy
1903,32.0,9/4/2010,Fethiye, Muğla,partner,Separation & Jealousy
1904,38.0,8/4/2010,Merkez, Iğdır,partner,Unknown
1905,28.0,8/4/2010,Çermik, Diyarbakır,partner,Household service expectations
1906,6.0,7/4/2010,Gaziemir, İzmir,father,Other
1907,25.0,6/4/2010,Çine, Aydın,ex-partner,Children
1908,50.0,6/4/2010,Çine, Aydın,relative,Other
1909,33.0,3/4/2010,Kuşadası, Aydın,partner,Separation & Jealousy
1910,18.0,1/4/2010,Ümraniye, Istanbul,attacker,Other
1911,41.0,1/4/2010,Merkez, Tekirdağ,partner,Unknown
1912,30.0,30/03/2010,Çerkeş, Çankırı,ex-partner,Unknown
1913,,28/03/2010,Yüreğir, Adana,partner,Other
1914,56.0,28/03/2010,Kağıthane, Istanbul,partner,Children
1915,47.0,22/03/2010,Merkez, Kahramanmaraş,attacker,Sexual expectation
1916,27.0,22/03/2010,Üzümlü, Erzincan,partner,Masculinity&Honor
1917,19.0,20/03/2010,Karabağlar, İzmir,boyfriend,Separation & Jealousy
1918,51.0,18/03/2010,Kayapınar, Diyarbakır,partner,Unknown
1919,,18/03/2010,Eyüp, Istanbul,ex-partner,Masculinity&Honor
1920,39.0,18/03/2010,Çorlu, Tekirdağ,ex-partner,Unknown
1921,50.0,18/03/2010,Eyüp, Istanbul,relative,Other
1922,16.0,18/03/2010,Uzunköprü, Edirne,boyfriend,Unknown
1923,39.0,17/03/2010,Şahinbey, Gaziantep,brother,Masculinity&Honor
1924,37.0,12/3/2010,Osmangazi, Bursa,partner,Other
1925,17.0,12/3/2010,Osmangazi, Bursa,father,Other
1926,43.0,12/3/2010,Seyhan, Adana,relative,Children
1927,9.0,12/3/2010,Nallıhan, Ankara,attacker,Unknown
1928,24.0,12/3/2010,Göle, Ardahan,attacker,Separation & Jealousy
1929,50.0,11/3/2010,Uzunköprü, Edirne,partner,Separation & Jealousy
1930,0.0,8/3/2010,Battalgazi, Malatya,father,Unknown
1931,47.0,5/3/2010,Bayraklı, İzmir,partner,Other
1932,40.0,5/3/2010,İlkadım, Samsun,partner,Other
1933,25.0,4/3/2010,Bağcılar, Istanbul,ex-partner,Separation & Jealousy
1934,35.0,1/3/2010,Fatih, Istanbul,relative,Separation & Jealousy
1935,63.0,1/3/2010,Bafra, Samsun,partner,Unknown
1936,24.0,27/02/2010,Merkez, Malatya,attacker,Sexual expectation
1937,44.0,23/02/2010,Gelibolu, Çanakkale,partner,Unknown
1938,14.0,23/02/2010,Gelibolu, Çanakkale,father,Unknown
1939,20.0,23/02/2010,Yenişehir, Mersin,boyfriend,Separation & Jealousy
1940,10.0,23/02/2010,Gelibolu, Çanakkale,father,Unknown
1941,18.0,22/02/2010,Odunpazarı, Eskişehir,brother,Other
1942,44.0,22/02/2010,Odunpazarı, Eskişehir,son,Other
1943,42.0,21/02/2010,Merkez, Malatya,partner,Separation & Jealousy
1944,40.0,20/02/2010,Merkez, Malatya,partner,Other
1945,30.0,20/02/2010,Kayapınar, Diyarbakır,relative,Unknown
1946,35.0,19/02/2010,Sarıyer, Istanbul,partner,Other
1947,29.0,18/02/2010,Pendik, Istanbul,ex-partner,Unknown
1948,28.0,17/02/2010,Merkez, Düzce,attacker,Sexual expectation
1949,35.0,15/02/2010,Pamukova, Sakarya,ex-partner,Unknown
1950,35.0,13/02/2010,Seyhan, Adana,partner,Other
1951,50.0,12/2/2010,Odunpazarı, Eskişehir,son,Unknown
1952,46.0,11/2/2010,Merkez, Bolu,son,Other
1953,44.0,7/2/2010,Armutlu, Yalova,partner,Other
1954,23.0,6/2/2010,Çukurova, Adana,partner,Separation & Jealousy
1955,4.0,3/2/2010,Şahinbey, Gaziantep,relative,Fight
1956,29.0,28/01/2010,İzmit, Kocaeli,known man,Other
1957,34.0,28/01/2010,Şahinbey, Gaziantep,partner,Other
1958,20.0,17/01/2010,Ergani, Diyarbakır,partner,Unknown
1959,24.0,14/01/2010,Mamak, Ankara,relative,Masculinity&Honor
1960,34.0,12/1/2010,Seyhan, Adana,attacker,Separation & Jealousy
1961,57.0,12/1/2010,Merkez, Kütahya,brother,Unknown
1962,34.0,11/1/2010,Ceyhan, Adana,boyfriend,Unknown
1963,,3/1/2010,Adilcevaz, Bitlis,partner,Separation & Jealousy
