,prov_code,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ,count,pol_attitude
285,36,2015,3.0,3.0,292660.0,33.109703,65.159454,5.5412636,4.0801373,0.484,1.722135,0,-0.08326778,3.0,-28.4
287,36,2017,1.0,1.0,287654.0,33.109703,65.159454,5.5412636,4.1850333,0.462,1.7868689,0,-0.08168711,1.0,0.0
288,37,2010,2.0,2.0,361222.0,100.0,0.0,0.0,4.2515025,0.99,7.0482974,0,-0.113774836,2.0,-49.3
289,37,2011,1.0,1.0,359759.0,100.0,0.0,0.0,4.3644905,1.044,7.0797396,0,-0.12289959,1.0,-49.3
290,37,2012,2.0,2.0,359808.0,100.0,0.0,0.0,4.3742867,1.124,7.1621532,0,-0.11944857,2.0,-49.3
291,37,2013,1.0,1.0,368093.0,100.0,0.0,0.0,4.3702903,1.21,7.038982,1,-0.12846126,1.0,-91.4
292,37,2014,1.0,1.0,368907.0,100.0,0.0,0.0,4.4090166,1.222,7.0505576,1,-0.12947428,1.0,-91.4
293,37,2015,1.0,1.0,372633.0,100.0,0.0,0.0,4.4377966,1.194,7.0042105,0,-0.11457083,1.0,-91.4
294,37,2016,1.0,1.0,376945.0,100.0,0.0,0.0,4.458226,1.152,6.953269,0,-0.11499326,1.0,-91.4
295,37,2017,3.0,3.0,372373.0,100.0,0.0,0.0,4.516925,1.08,7.0037303,0,-0.11128296,3.0,-49.55
296,38,2010,4.0,4.0,1234651.0,97.985466,1.5108991,2.0794415,4.3289356,1.482,1.0156716,0,-0.09737393,4.0,-121.0
297,38,2011,5.0,5.0,1255349.0,97.985466,1.5108991,2.0794415,4.460185,1.532,1.0124675,0,-0.10133074,5.0,-121.0
298,38,2012,5.0,5.0,1274968.0,97.985466,1.5108991,2.0794415,4.484106,1.568,1.0110058,0,-0.09962909,5.0,-121.0
299,38,2013,2.0,2.0,1295355.0,97.985466,1.5108991,2.0794415,4.5427604,1.644,1.0020419,1,-0.0974513,2.0,-118.0
300,38,2014,5.0,5.0,1322376.0,97.985466,1.5108991,2.0794415,4.549368,1.702,0.99366593,1,-0.09648046,5.0,-118.0
301,38,2015,1.0,1.0,1341056.0,97.985466,1.5108991,2.0794415,4.58063,1.776,0.97982484,0,-0.095449686,1.0,-118.0
302,38,2016,5.0,5.0,1358980.0,97.985466,1.5108991,2.0794415,4.607557,1.826,0.9875053,0,-0.09180018,5.0,-118.0
303,38,2017,7.0,7.0,1376722.0,97.985466,1.5108991,2.0794415,4.6627674,1.91,0.9885801,0,-0.08840719,7.0,-126.78
305,39,2011,1.0,1.0,340199.0,97.83387,2.1661334,0.0,4.674813,1.536,0.82598716,0,-0.08374122,1.0,99.8
306,39,2012,1.0,1.0,341218.0,97.83387,2.1661334,0.0,4.705574,1.586,0.8440352,0,-0.080507606,1.0,99.8
309,39,2015,3.0,3.0,346973.0,97.83387,2.1661334,0.0,4.75844,1.726,0.8530923,0,-0.080669194,3.0,76.0
310,39,2016,1.0,1.0,351684.0,97.83387,2.1661334,0.0,4.7741847,1.75,0.8473516,0,-0.075142026,1.0,76.0
313,40,2011,2.0,2.0,221015.0,100.0,0.0,0.0,4.2947774,1.922,2.176323,0,-0.119208276,2.0,-74.6
315,40,2013,1.0,1.0,223498.0,100.0,0.0,0.0,4.2790422,1.928,2.1700418,1,-0.12250973,1.0,-84.4
316,40,2014,1.0,1.0,222707.0,100.0,0.0,0.0,4.2893653,1.876,2.2002003,1,-0.12569246,1.0,-84.4
317,40,2015,1.0,1.0,225562.0,100.0,0.0,0.0,4.334091,1.862,2.1723518,0,-0.122924864,1.0,-84.4
320,41,2010,4.0,4.0,1560138.0,95.4914,3.6995463,0.6931472,4.8987656,1.388,0.70442486,0,-0.10474275,4.0,-94.4
321,41,2011,4.0,3.0,1601720.0,95.4914,3.6995463,0.6931472,5.06984,1.446,0.68988335,0,-0.11161953,4.0,-94.4
322,41,2012,4.0,3.0,1634691.0,95.4914,3.6995463,0.6931472,5.080679,1.53,0.698603,0,-0.108835936,4.0,-94.4
323,41,2013,8.0,8.0,1676202.0,95.4914,3.6995463,0.6931472,5.1617513,1.594,0.68965435,1,-0.108412385,8.0,-101.2
324,41,2014,7.0,7.0,1722795.0,95.4914,3.6995463,0.6931472,5.1781464,1.646,0.68319213,1,-0.10751453,7.0,-101.2
325,41,2015,11.0,11.0,1780055.0,95.4914,3.6995463,0.6931472,5.220606,1.652,0.66121554,0,-0.10554823,11.0,-101.2
326,41,2016,10.0,10.0,1830772.0,95.4914,3.6995463,0.6931472,5.236729,1.652,0.6527301,0,-0.10142526,10.0,-101.2
327,41,2017,8.0,8.0,1883270.0,95.4914,3.6995463,0.6931472,5.3269887,1.664,0.63984454,0,-0.09955317,8.0,-111.14
328,42,2010,6.0,6.0,2013845.0,94.70968,5.032991,0.0,4.1748667,1.45,1.5021017,0,-0.10288535,6.0,-136.0
329,42,2011,7.0,6.0,2038555.0,94.70968,5.032991,0.0,4.3085546,1.494,1.4941957,0,-0.105235815,7.0,-136.0
330,42,2012,5.0,5.0,2052281.0,94.70968,5.032991,0.0,4.3156376,1.544,1.50418,0,-0.10298675,5.0,-136.0
331,42,2013,8.0,8.0,2079225.0,94.70968,5.032991,0.0,4.4003887,1.636,1.4899782,1,-0.102677464,8.0,-128.6
332,42,2014,10.0,10.0,2108808.0,94.70968,5.032991,0.0,4.4550886,1.708,1.4771378,1,-0.101126835,10.0,-128.6
333,42,2015,5.0,5.0,2130544.0,94.70968,5.032991,0.0,4.5075774,1.72,1.4709858,0,-0.09994629,5.0,-128.6
334,42,2016,10.0,9.0,2161303.0,94.70968,5.032991,0.0,4.5246987,1.722,1.4625436,0,-0.097467184,10.0,-128.6
335,42,2017,10.0,10.0,2180149.0,94.70968,5.032991,0.0,4.5840034,1.7,1.4599919,0,-0.09433521,10.0,-141.06
336,43,2010,3.0,3.0,590496.0,100.0,0.0,0.0,4.208087,1.2,1.9932396,0,-0.15099885,3.0,-124.0
337,43,2011,1.0,1.0,564264.0,100.0,0.0,0.0,4.345662,1.266,2.0983086,0,-0.14436466,1.0,-124.0
339,43,2013,1.0,1.0,572059.0,100.0,0.0,0.0,4.3748155,1.486,2.1029298,1,-0.14735967,1.0,-97.8
340,43,2014,2.0,2.0,571554.0,100.0,0.0,0.0,4.4046183,1.528,2.1100368,1,-0.14373343,2.0,-97.8
341,43,2015,2.0,2.0,571463.0,100.0,0.0,0.0,4.4447193,1.534,2.1103728,0,-0.14386019,2.0,-97.8
342,43,2016,2.0,2.0,573642.0,100.0,0.0,0.0,4.46659,1.532,2.1232755,0,-0.14451136,2.0,-97.8
343,43,2017,1.0,1.0,572256.0,100.0,0.0,0.0,4.5220056,1.492,2.138903,0,-0.14418888,1.0,-38.68
344,44,2010,5.0,4.0,740643.0,62.074455,37.925545,4.204693,3.9656427,0.958,1.235413,0,-0.102835625,5.0,-106.2
345,44,2011,2.0,2.0,757930.0,62.074455,37.925545,4.204693,4.0777946,1.004,1.2138324,0,-0.10892251,2.0,-106.2
346,44,2012,1.0,1.0,762366.0,62.074455,37.925545,4.204693,4.09874,1.03,1.2251333,0,-0.106465414,1.0,-106.2
347,44,2013,3.0,3.0,762538.0,62.074455,37.925545,4.204693,4.1313863,1.048,1.2235456,1,-0.104867265,3.0,-123.6
348,44,2014,2.0,2.0,769544.0,62.074455,37.925545,4.204693,4.135721,1.086,1.2215027,1,-0.10586667,2.0,-123.6
349,44,2015,4.0,4.0,772904.0,62.074455,37.925545,4.204693,4.2321362,1.12,1.2161925,0,-0.10464284,4.0,-123.6
350,44,2016,2.0,2.0,781305.0,62.074455,37.925545,4.204693,4.2475476,1.13,1.2312733,0,-0.102001995,2.0,-123.6
352,45,2010,2.0,2.0,1379484.0,93.19545,5.44364,0.0,4.318248,1.424,1.1903001,0,-0.07939531,2.0,-38.7
353,45,2011,2.0,2.0,1340074.0,93.19545,5.44364,0.0,4.4384155,1.494,1.2327677,0,-0.07245448,2.0,-38.7
354,45,2012,2.0,2.0,1346162.0,93.19545,5.44364,0.0,4.558568,1.552,1.2524495,0,-0.070346564,2.0,-38.7
355,45,2013,2.0,2.0,1359463.0,93.19545,5.44364,0.0,4.566087,1.622,1.248287,1,-0.07199071,2.0,-40.1
356,45,2014,3.0,3.0,1367905.0,93.19545,5.44364,0.0,4.6059213,1.68,1.2486247,1,-0.07288587,3.0,-40.1
357,45,2015,8.0,8.0,1380366.0,93.19545,5.44364,0.0,4.652464,1.696,1.237353,0,-0.07192984,8.0,-40.1
358,45,2016,5.0,4.0,1396945.0,93.19545,5.44364,0.0,4.681948,1.748,1.2341216,0,-0.07140918,4.0,-40.1
359,45,2017,9.0,9.0,1413041.0,93.19545,5.44364,0.0,4.7319493,1.768,1.2250175,0,-0.07280883,9.0,-52.77
360,46,2010,2.0,1.0,1044816.0,95.26892,4.7310824,5.159055,4.021479,1.204,1.2049968,0,-0.094334856,2.0,-130.6
361,46,2011,6.0,5.0,1054210.0,95.26892,4.7310824,5.159055,4.0945826,1.252,1.2046936,0,-0.10169202,6.0,-130.6
362,46,2012,2.0,2.0,1063174.0,95.26892,4.7310824,5.159055,4.102463,1.294,1.2236943,0,-0.10004158,2.0,-130.6
364,46,2014,2.0,2.0,1089038.0,95.26892,4.7310824,5.159055,4.170149,1.356,1.1983052,1,-0.099629536,2.0,-117.6
365,46,2015,5.0,3.0,1096610.0,95.26892,4.7310824,5.159055,4.2310643,1.356,1.190031,0,-0.09937684,5.0,-117.6
366,46,2016,1.0,1.0,1112634.0,95.26892,4.7310824,5.159055,4.2413235,1.34,1.1890702,0,-0.100088954,1.0,-117.6
367,46,2017,1.0,1.0,1127623.0,95.26892,4.7310824,5.159055,4.299322,1.328,1.1785854,0,-0.09572914,1.0,-135.2
369,47,2011,1.0,1.0,764033.0,5.6485295,74.41578,6.916715,3.8418536,0.3,1.3284767,0,-0.117427886,1.0,-90.0
370,47,2012,2.0,2.0,773026.0,5.6485295,74.41578,6.916715,3.914484,0.316,1.3958133,0,-0.115302496,2.0,-90.0
371,47,2013,4.0,1.0,779738.0,5.6485295,74.41578,6.916715,3.9714856,0.354,1.4081653,1,-0.11445807,4.0,-104.4
373,47,2015,1.0,1.0,796591.0,5.6485295,74.41578,6.916715,4.0693417,0.392,1.4172894,0,-0.11661576,1.0,-104.4
374,47,2016,2.0,2.0,796237.0,5.6485295,74.41578,6.916715,4.0894184,0.394,1.4304786,0,-0.11556141,2.0,-104.4
376,48,2010,9.0,9.0,817503.0,96.95551,3.044484,0.0,4.5770826,2.1,1.2978545,0,-0.046528593,9.0,92.0
377,48,2011,2.0,2.0,838324.0,96.95551,3.044484,0.0,4.668637,2.19,1.269199,0,-0.050266445,2.0,92.0
378,48,2012,2.0,2.0,851145.0,96.95551,3.044484,0.0,4.6713595,2.262,1.2712288,0,-0.048814476,2.0,92.0
379,48,2013,4.0,4.0,866665.0,96.95551,3.044484,0.0,4.690169,2.384,1.2334639,1,-0.04919654,4.0,98.2
380,48,2014,6.0,6.0,894509.0,96.95551,3.044484,0.0,4.7009473,2.47,1.2096021,1,-0.049729824,6.0,98.2
381,48,2015,8.0,8.0,908877.0,96.95551,3.044484,0.0,4.741155,2.5,1.1904801,0,-0.050123364,8.0,98.2
382,48,2016,7.0,7.0,923773.0,96.95551,3.044484,0.0,4.7335443,2.508,1.1777785,0,-0.046581686,6.0,98.2
383,48,2017,4.0,4.0,938751.0,96.95551,3.044484,0.0,4.787191,2.532,1.1621826,0,-0.048058063,4.0,72.02
388,49,2014,1.0,1.0,411216.0,12.41307,87.58693,5.710427,3.8826766,0.212,1.4299054,1,-0.109665394,1.0,-97.0
391,49,2017,4.0,4.0,404544.0,12.41307,87.58693,5.710427,3.9550626,0.248,1.4979829,0,-0.109394014,4.0,-69.52
393,50,2011,4.0,3.0,283247.0,98.46334,1.536656,0.0,4.3059297,1.902,1.7299389,0,-0.09980464,4.0,-105.6
395,50,2013,2.0,1.0,285460.0,98.46334,1.536656,0.0,4.3238873,2.098,1.7165277,1,-0.094533324,2.0,-105.0
397,50,2015,1.0,1.0,286767.0,98.46334,1.536656,0.0,4.4287744,2.016,1.7087042,0,-0.097280964,1.0,-105.0
399,50,2017,1.0,1.0,292365.0,98.46334,1.536656,0.0,4.424759,1.812,1.7170318,0,-0.08512807,1.0,-103.16
400,51,2010,2.0,2.0,337931.0,100.0,0.0,0.6931472,4.057916,1.106,1.189592,0,-0.06664352,2.0,-79.8
402,51,2012,1.0,1.0,340270.0,100.0,0.0,0.6931472,4.200019,1.252,1.2078643,0,-0.075354636,1.0,-79.8
408,52,2010,1.0,1.0,719183.0,99.46681,0.5331909,2.5649493,3.9049017,0.958,2.750343,0,-0.081231326,1.0,52.7
409,52,2011,2.0,2.0,714390.0,99.46681,0.5331909,2.5649493,3.987195,0.952,2.8037906,0,-0.08759639,2.0,52.7
410,52,2012,1.0,1.0,741371.0,99.46681,0.5331909,2.5649493,4.0076537,0.982,2.758403,0,-0.08694996,1.0,52.7
411,52,2013,2.0,2.0,731452.0,99.46681,0.5331909,2.5649493,4.0621123,1.034,2.8204174,1,-0.08867696,2.0,-109.0
412,52,2014,2.0,2.0,724268.0,99.46681,0.5331909,2.5649493,4.1027946,1.082,2.8704844,1,-0.09174737,2.0,-109.0
414,52,2016,2.0,2.0,750588.0,99.46681,0.5331909,2.5649493,4.174966,1.152,2.7751577,0,-0.092999175,2.0,-109.0
417,53,2011,1.0,1.0,323012.0,92.296585,0.0,0.0,4.3750787,0.692,3.2011194,0,-0.110274225,1.0,-93.6
420,53,2014,1.0,1.0,329779.0,92.296585,0.0,0.0,4.5220304,0.808,3.208209,1,-0.11410415,1.0,-135.8
422,53,2016,1.0,1.0,331048.0,92.296585,0.0,0.0,4.587012,0.886,3.2110147,0,-0.108263314,1.0,-135.8
424,54,2010,3.0,3.0,872872.0,96.85635,1.5718229,0.0,4.3690825,1.3,1.4183065,0,-0.10172537,3.0,-90.6
425,54,2011,3.0,3.0,888556.0,96.85635,1.5718229,0.0,4.480398,1.34,1.4022752,0,-0.1089388,3.0,-90.6
426,54,2012,1.0,1.0,902267.0,96.85635,1.5718229,0.0,4.5201325,1.37,1.4164321,0,-0.10284929,1.0,-90.6
427,54,2013,3.0,3.0,917373.0,96.85635,1.5718229,0.0,4.5737014,1.416,1.120591,1,-0.101777464,3.0,-116.0
428,54,2014,2.0,2.0,932706.0,96.85635,1.5718229,0.0,4.603193,1.498,1.3959383,1,-0.10315585,2.0,-116.0
429,54,2015,1.0,1.0,953181.0,96.85635,1.5718229,0.0,4.6705885,1.522,1.3659525,0,-0.100708246,1.0,-116.0
430,54,2016,1.0,1.0,976948.0,96.85635,1.5718229,0.0,4.680622,1.546,1.3357927,0,-0.09813422,1.0,-116.0
431,54,2017,3.0,2.0,990214.0,96.85635,1.5718229,0.0,4.7573857,1.586,1.3290056,0,-0.09470931,3.0,-130.08
432,55,2010,2.0,2.0,1252693.0,99.15885,0.42057377,1.3862944,4.1601453,1.15,2.0851078,0,-0.06644544,2.0,-96.8
433,55,2011,3.0,3.0,1251729.0,99.15885,0.42057377,1.3862944,4.251144,1.2,2.0939038,0,-0.07022995,3.0,-96.8
434,55,2012,4.0,4.0,1251722.0,99.15885,0.42057377,1.3862944,4.307127,1.26,2.1082957,0,-0.069255605,4.0,-96.8
435,55,2013,4.0,4.0,1261810.0,99.15885,0.42057377,1.3862944,4.3444147,1.334,2.1049128,1,-0.06843212,4.0,-109.8
436,55,2014,1.0,1.0,1269989.0,99.15885,0.42057377,1.3862944,4.371438,1.386,2.10553,1,-0.07083377,1.0,-109.8
437,55,2015,6.0,6.0,1279884.0,99.15885,0.42057377,1.3862944,4.4373136,1.44,2.094721,0,-0.06789029,6.0,-109.8
438,55,2016,2.0,2.0,1295927.0,99.15885,0.42057377,1.3862944,4.4397845,1.446,2.0819073,0,-0.064232886,2.0,-109.8
439,55,2017,3.0,3.0,1312990.0,99.15885,0.42057377,1.3862944,4.471231,1.444,2.0655146,0,-0.06346375,3.0,-94.74
440,56,2010,1.0,1.0,300695.0,0.0,100.0,7.115582,3.709712,0.16,1.8690035,0,-0.124649145,1.0,0.0
445,56,2015,1.0,1.0,320351.0,0.0,100.0,7.115582,3.9155364,0.246,1.9447418,0,-0.14923121,1.0,0.0
447,56,2017,1.0,1.0,324394.0,0.0,100.0,7.115582,3.9790277,0.264,1.9759922,0,-0.14243114,1.0,0.0
450,57,2012,1.0,1.0,201311.0,100.0,0.0,0.0,4.259442,1.32,5.379736,0,-0.08322488,1.0,104.2
455,57,2017,1.0,1.0,207427.0,100.0,0.0,0.0,4.329679,1.42,5.452521,0,-0.07770009,1.0,113.26
459,58,2013,1.0,1.0,623824.0,100.0,0.0,4.836282,4.3358116,0.988,2.1288056,1,-0.115213335,1.0,-116.6
460,58,2014,1.0,1.0,623116.0,100.0,0.0,4.836282,4.3357663,1.018,2.1456678,1,-0.11460896,1.0,-116.6
461,58,2015,3.0,3.0,618617.0,100.0,0.0,4.836282,4.3890247,1.05,2.1612728,0,-0.11281741,3.0,-116.6
463,58,2017,2.0,2.0,621301.0,100.0,0.0,4.836282,4.4624977,1.118,2.1648123,0,-0.112320095,2.0,-98.7
464,59,2010,4.0,4.0,798109.0,96.51026,2.617305,0.6931472,4.714453,1.582,0.6051805,0,-0.07530621,4.0,91.2
465,59,2011,3.0,3.0,829873.0,96.51026,2.617305,0.6931472,4.836992,1.648,0.5880418,0,-0.08347967,3.0,91.2
466,59,2012,5.0,5.0,852321.0,96.51026,2.617305,0.6931472,4.842928,1.736,0.5807671,0,-0.08176045,5.0,91.2
467,59,2013,1.0,0.0,874475.0,96.51026,2.617305,0.6931472,4.889511,1.796,0.5729152,1,-0.083796084,1.0,91.6
468,59,2014,1.0,1.0,906732.0,96.51026,2.617305,0.6931472,4.9049006,1.86,0.56356233,1,-0.0854153,1.0,91.6
469,59,2015,2.0,2.0,937910.0,96.51026,2.617305,0.6931472,4.9271426,1.89,0.5448284,0,-0.08389118,2.0,91.6
470,59,2016,1.0,1.0,972875.0,96.51026,2.617305,0.6931472,4.9481835,1.928,0.5386098,0,-0.080610186,1.0,91.6
471,59,2017,5.0,5.0,1005463.0,96.51026,2.617305,0.6931472,5.0158367,1.944,0.5281149,0,-0.08148053,5.0,102.36
473,60,2011,4.0,4.0,608299.0,100.0,0.0,3.7841897,3.9898791,0.946,1.8757223,0,-0.1067501,4.0,-99.2
476,60,2014,2.0,2.0,597920.0,100.0,0.0,3.7841897,4.0648313,1.046,1.9383864,1,-0.10971795,2.0,-104.0
477,60,2015,2.0,2.0,593990.0,100.0,0.0,3.7841897,4.1615477,1.034,1.9512113,0,-0.108059004,2.0,-104.0
478,60,2016,2.0,2.0,602662.0,100.0,0.0,3.7841897,4.1521544,1.04,1.9380682,0,-0.107609466,2.0,-104.0
479,60,2017,4.0,4.0,602086.0,100.0,0.0,3.7841897,4.1766233,1.042,1.9465657,0,-0.10898855,4.0,-97.6
480,61,2010,1.0,1.0,763714.0,99.3354,0.6645989,1.0986123,4.284175,0.76,2.4917705,0,-0.1135055,1.0,-95.6
481,61,2011,1.0,1.0,757353.0,99.3354,0.6645989,1.0986123,4.382433,0.762,2.5311842,0,-0.11803165,1.0,-95.6
484,61,2014,2.0,2.0,766782.0,99.3354,0.6645989,1.0986123,4.5072975,0.83,2.6004784,1,-0.11428264,2.0,-119.0
485,61,2015,4.0,4.0,768417.0,99.3354,0.6645989,1.0986123,4.564262,0.828,2.6092603,0,-0.11087081,4.0,-119.0
486,61,2016,5.0,5.0,779379.0,99.3354,0.6645989,1.0986123,4.5725417,0.848,2.5956564,0,-0.1019201,5.0,-119.0
487,61,2017,4.0,4.0,786326.0,99.3354,0.6645989,1.0986123,4.5946198,0.846,2.5803547,0,-0.09805301,4.0,-129.22
492,62,2014,1.0,1.0,86527.0,12.5,87.5,7.501082,4.516808,1.346,1.063252,1,-0.110890836,1.0,0.0
496,63,2010,5.0,5.0,1663371.0,17.453814,60.255898,4.4188404,3.5822623,0.54,0.9504795,0,-0.076853596,5.0,44.0
497,63,2011,3.0,3.0,1716254.0,17.453814,60.255898,4.4188404,3.6393087,0.528,0.94042027,0,-0.0861543,3.0,44.0
498,63,2012,4.0,3.0,1762075.0,17.453814,60.255898,4.4188404,3.6479623,0.496,0.99598485,0,-0.08375029,4.0,44.0
499,63,2013,2.0,2.0,1801980.0,17.453814,60.255898,4.4188404,3.674466,0.454,1.0050056,1,-0.08405486,2.0,-123.4
500,63,2014,7.0,7.0,1845667.0,17.453814,60.255898,4.4188404,3.686262,0.456,1.0018059,1,-0.08492141,7.0,-123.4
501,63,2015,2.0,2.0,1892320.0,17.453814,60.255898,4.4188404,3.7574394,0.47,1.0051154,0,-0.08547125,2.0,-123.4
502,63,2016,7.0,7.0,1940627.0,17.453814,60.255898,4.4188404,3.7610903,0.488,1.0074064,0,-0.086802185,7.0,-123.4
503,63,2017,9.0,9.0,1985753.0,17.453814,60.255898,4.4188404,3.81263,0.514,1.0041531,0,-0.08449792,9.0,-121.62
504,64,2010,1.0,1.0,338019.0,100.0,0.0,0.0,4.2693286,2.18,1.573876,0,-0.077218354,1.0,-39.6
505,64,2011,1.0,1.0,339731.0,100.0,0.0,0.0,4.4160595,2.184,1.5777189,0,-0.084235504,1.0,-39.6
506,64,2012,1.0,1.0,342269.0,100.0,0.0,0.0,4.444972,2.21,1.5893931,0,-0.08014876,1.0,-39.6
507,64,2013,5.0,5.0,346508.0,100.0,0.0,0.0,4.4827113,2.284,1.5786071,1,-0.07995497,5.0,-86.6
508,64,2014,2.0,2.0,349459.0,100.0,0.0,0.0,4.5015244,2.232,1.5681381,1,-0.080160886,2.0,-86.6
509,64,2015,2.0,2.0,353048.0,100.0,0.0,0.0,4.5054,2.254,1.5521969,0,-0.079916224,2.0,-86.6
510,64,2016,1.0,1.0,358736.0,100.0,0.0,0.0,4.5456824,2.22,1.5415236,0,-0.077524066,1.0,-86.6
511,64,2017,2.0,2.0,364971.0,100.0,0.0,0.0,4.6128798,2.166,1.5234087,0,-0.07370725,2.0,-78.22
512,65,2010,4.0,1.0,1035418.0,22.318968,77.20453,6.951772,3.4645302,0.172,1.2362157,0,-0.090113595,4.0,0.0
513,65,2011,3.0,3.0,1022532.0,22.318968,77.20453,6.951772,3.591211,0.2,1.2654861,0,-0.10095531,3.0,0.0
514,65,2012,2.0,2.0,1051975.0,22.318968,77.20453,6.951772,3.698391,0.214,1.2833004,0,-0.09862174,2.0,0.0
515,65,2013,1.0,1.0,1070113.0,22.318968,77.20453,6.951772,3.7255044,0.22,1.2652869,1,-0.09838072,1.0,0.0
516,65,2014,3.0,3.0,1085542.0,22.318968,77.20453,6.951772,3.7052822,0.242,1.2592788,1,-0.099044204,3.0,0.0
518,65,2016,4.0,4.0,1100190.0,22.318968,77.20453,6.951772,3.789553,0.266,1.2670538,0,-0.09569271,4.0,0.0
519,65,2017,2.0,2.0,1106891.0,22.318968,77.20453,6.951772,3.8136373,0.278,1.2720313,0,-0.092794016,2.0,0.0
521,66,2011,1.0,1.0,465696.0,97.34388,1.3280612,0.0,4.1011133,1.37,2.0528414,0,-0.116007924,1.0,-109.4
522,66,2012,2.0,2.0,453211.0,97.34388,1.3280612,0.0,4.092907,1.36,2.1204252,0,-0.119825825,2.0,-109.4
524,66,2014,2.0,2.0,432560.0,97.34388,1.3280612,0.0,4.1848283,1.424,2.2401516,1,-0.12523186,2.0,-112.4
526,66,2016,1.0,1.0,421041.0,97.34388,1.3280612,0.0,4.2882795,1.478,2.318064,0,-0.12805606,1.0,-112.4
527,66,2017,6.0,6.0,418650.0,97.34388,1.3280612,0.0,4.3052883,1.478,2.3456347,0,-0.1224964,6.0,-81.72
528,67,2010,1.0,1.0,619703.0,99.40778,0.0,0.0,4.061021,1.796,2.312398,0,-0.10379748,1.0,91.6
529,67,2011,6.0,6.0,612406.0,99.40778,0.0,0.0,4.225399,1.772,2.3628116,0,-0.10855523,6.0,91.6
531,67,2013,3.0,3.0,601567.0,99.40778,0.0,0.0,4.3065844,1.722,2.4452803,1,-0.10720639,3.0,79.8
532,67,2014,5.0,5.0,598796.0,99.40778,0.0,0.0,4.3358145,1.668,2.4682863,1,-0.11056648,5.0,79.8
533,67,2015,1.0,1.0,595907.0,99.40778,0.0,0.0,4.3686843,1.666,2.4802527,0,-0.10951279,1.0,79.8
534,67,2016,4.0,3.0,597524.0,99.40778,0.0,0.0,4.412687,1.692,2.5053387,0,-0.10688239,4.0,79.8
535,67,2017,4.0,4.0,596892.0,99.40778,0.0,0.0,4.4924755,1.716,2.5146928,0,-0.10375255,4.0,-85.04
536,68,2010,1.0,1.0,377505.0,100.0,0.0,0.6931472,4.0842037,2.354,1.4966689,0,-0.08098957,1.0,-116.4
538,68,2012,3.0,3.0,379915.0,100.0,0.0,0.6931472,4.171347,2.346,1.5292895,0,-0.0881062,3.0,-116.4
539,68,2013,2.0,2.0,382806.0,100.0,0.0,0.6931472,4.22324,2.358,1.51774,1,-0.08703795,2.0,-113.8
541,68,2015,4.0,4.0,386514.0,100.0,0.0,0.6931472,4.400545,2.076,1.5109414,0,-0.08931373,4.0,-113.8
542,68,2016,1.0,1.0,396673.0,100.0,0.0,0.6931472,4.383645,2.016,1.5024971,0,-0.07932803,1.0,-113.8
543,68,2017,2.0,2.0,402404.0,100.0,0.0,0.6931472,4.446467,2.022,1.4860687,0,-0.07758643,2.0,-80.94
550,69,2016,1.0,1.0,90154.0,94.37827,5.621731,0.6931472,4.1758003,0.652,2.795217,0,-0.15545005,1.0,-104.2
552,70,2010,2.0,2.0,232633.0,100.0,0.0,0.0,4.242366,1.494,2.1321137,0,-0.092114344,2.0,-98.8
553,70,2011,1.0,1.0,234005.0,100.0,0.0,0.0,4.375859,1.6,2.1324332,0,-0.09457375,1.0,-98.8
556,70,2014,3.0,3.0,240362.0,100.0,0.0,0.0,4.6101985,1.866,2.063554,1,-0.08812329,3.0,-104.8
557,70,2015,5.0,4.0,242196.0,100.0,0.0,0.0,4.668018,1.9,2.047928,0,-0.08683057,5.0,-104.8
558,70,2016,2.0,2.0,245610.0,100.0,0.0,0.0,4.6483364,1.832,2.0438907,0,-0.0725698,2.0,-104.8
561,71,2011,2.0,2.0,274992.0,100.0,0.0,0.0,4.372667,1.906,1.2727643,0,-0.16964658,2.0,-63.6
563,71,2013,1.0,1.0,274658.0,100.0,0.0,0.0,4.4126225,2.056,1.2852347,1,-0.17462158,1.0,-88.6
564,71,2014,1.0,1.0,271092.0,100.0,0.0,0.0,4.4002967,2.084,1.3095186,1,-0.17896569,1.0,-88.6
565,71,2015,4.0,4.0,270271.0,100.0,0.0,0.0,4.4523687,2.096,1.3134965,0,-0.17424926,4.0,-88.6
566,71,2016,1.0,1.0,277984.0,100.0,0.0,0.0,4.445763,2.046,1.3022332,0,-0.17578927,1.0,-88.6
568,72,2010,1.0,1.0,510200.0,2.225303,73.296364,6.4002576,3.7975702,0.226,1.1779695,0,-0.12829666,1.0,0.0
570,72,2012,1.0,1.0,534205.0,2.225303,73.296364,6.4002576,3.8856046,0.232,1.1587312,0,-0.13526523,1.0,0.0
571,72,2013,4.0,4.0,547581.0,2.225303,73.296364,6.4002576,3.8852813,0.256,1.170603,1,-0.13258313,4.0,0.0
572,72,2014,6.0,6.0,557593.0,2.225303,73.296364,6.4002576,3.8770971,0.286,1.1549643,1,-0.12890695,6.0,0.0
574,72,2016,3.0,3.0,576899.0,2.225303,73.296364,6.4002576,3.9065552,0.356,1.1544482,0,-0.1263626,3.0,0.0
575,72,2017,1.0,1.0,585252.0,2.225303,73.296364,6.4002576,3.994557,0.364,1.16531,0,-0.122702405,1.0,0.0
