,prov_code,prov_name,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ,count,pol_attitude
214,27,gaziantep,2016,15,15,1974244,73.88096,25.568472,3.9318256,4.4338007,1.332,0.5131078,0,-0.06444614,15,-109.4
215,27,gaziantep,2017,11,11,2005515,73.88096,25.568472,3.9318256,4.493878,1.292,0.51208794,0,-0.06282735,11,-107.94
216,28,giresun,2010,0,0,419256,100,0,2.0794415,4.0056815,1.092,3.3344781,0,-0.0928988,0,93
217,28,giresun,2011,2,2,419498,100,0,2.0794415,4.0695252,1.152,3.3969173,0,-0.098205835,2,93
218,28,giresun,2012,1,1,419555,100,0,2.0794415,4.1035695,1.178,3.5513818,0,-0.095987976,1,93
219,28,giresun,2013,0,0,425007,100,0,2.0794415,4.1096416,1.172,3.5834703,1,-0.09507607,0,92.6
220,28,giresun,2014,3,3,429984,100,0,2.0794415,4.118594,1.172,3.5908313,1,-0.0990147,3,92.6
221,28,giresun,2015,6,6,426686,100,0,2.0794415,4.316055,1.186,3.618586,0,-0.09825304,6,92.6
222,28,giresun,2016,1,1,444467,100,0,2.0794415,4.198023,1.2,3.5368204,0,-0.09385845,1,92.6
223,28,giresun,2017,2,2,437393,100,0,2.0794415,4.281758,1.196,3.612312,0,-0.09327191,2,-97.68
224,29,gumushane,2010,0,0,129618,100,0,2.9957323,4.1688194,0.698,3.9269238,0,-0.14733773,0,-41.8
225,29,gumushane,2011,0,0,132374,100,0,2.9957323,4.285647,0.708,3.8527203,0,-0.1534325,0,-41.8
226,29,gumushane,2012,0,0,135216,100,0,2.9957323,4.2877274,0.654,3.8530943,0,-0.14618811,0,-41.8
227,29,gumushane,2013,0,0,141412,100,0,2.9957323,4.3067126,0.654,3.7196279,1,-0.14571565,0,-115
228,29,gumushane,2014,1,1,146353,100,0,2.9957323,4.3114843,0.658,3.6418796,1,-0.14623448,1,-115
229,29,gumushane,2015,0,0,151449,100,0,2.9957323,4.3037305,0.644,3.5193365,0,-0.1403149,0,-115
230,29,gumushane,2016,0,0,172034,100,0,2.9957323,4.184597,0.6,3.1389143,0,-0.12060195,0,-115
231,29,gumushane,2017,0,0,170173,100,0,2.9957323,4.218202,0.616,3.2202523,0,-0.109143764,0,-98.32
232,30,hakkari,2010,1,1,251302,14.350801,85.6492,8.323852,3.694077,0.114,1.6633373,0,-0.14519253,1,0
233,30,hakkari,2011,1,1,272165,14.350801,85.6492,8.323852,3.698223,0.126,1.579924,0,-0.17335929,1,0
234,30,hakkari,2012,0,0,279982,14.350801,85.6492,8.323852,3.7870822,0.126,1.7786858,0,-0.16672972,0,0
235,30,hakkari,2013,0,0,273041,14.350801,85.6492,8.323852,3.8600848,0.128,1.8202394,1,-0.16634548,0,0
236,30,hakkari,2014,0,0,276287,14.350801,85.6492,8.323852,3.8687658,0.132,1.8205706,1,-0.16954392,0,0
237,30,hakkari,2015,0,0,278775,14.350801,85.6492,8.323852,3.8974793,0.126,1.8043225,0,-0.1788203,0,0
238,30,hakkari,2016,3,3,267813,14.350801,85.6492,8.323852,4.009831,0.132,1.7810935,0,-0.16362609,3,0
239,30,hakkari,2017,0,0,275761,14.350801,85.6492,8.323852,4.0368657,0.14,1.744264,0,-0.16714136,0,0
240,31,hatay,2010,2,2,1480571,44.230022,1.4021523,4.1108737,4.0366592,1.15,0.6348902,0,-0.07042895,2,-101.8
241,31,hatay,2011,1,1,1474223,44.230022,1.4021523,4.1108737,4.1797175,1.19,0.6450856,0,-0.069297835,1,-101.8
242,31,hatay,2012,2,2,1483674,44.230022,1.4021523,4.1108737,4.1638083,1.238,0.6618705,0,-0.067791685,2,-101.8
243,31,hatay,2013,2,2,1503066,44.230022,1.4021523,4.1108737,4.2050147,1.296,0.6659721,1,-0.07006943,2,82.4
244,31,hatay,2014,9,9,1519836,44.230022,1.4021523,4.1108737,4.2285075,1.334,0.67638874,1,-0.06927054,9,82.4
245,31,hatay,2015,5,5,1533507,44.230022,1.4021523,4.1108737,4.2884345,1.372,0.67035884,0,-0.065653756,5,82.4
246,31,hatay,2016,0,0,1555165,44.230022,1.4021523,4.1108737,4.332336,1.388,0.68031365,0,-0.06668307,0,82.4
247,31,hatay,2017,6,6,1575226,44.230022,1.4021523,4.1108737,4.4176645,1.404,0.6811721,0,-0.062403575,6,110.32
248,32,isparta,2010,0,0,448298,96.436104,0,0,4.259366,1.26,1.5503081,0,-0.112201944,0,-38.7
249,32,isparta,2011,1,1,411245,96.436104,0,0,4.461946,1.226,1.6997167,0,-0.10404074,1,-38.7
250,32,isparta,2012,0,0,416663,96.436104,0,0,4.4241343,1.286,1.706415,0,-0.10039747,0,-38.7
251,32,isparta,2013,1,1,417774,96.436104,0,0,4.4291835,1.36,1.7114516,1,-0.102053225,1,-44.5
252,32,isparta,2014,0,0,418780,96.436104,0,0,4.4606776,1.44,1.7264435,1,-0.10852581,0,-44.5
253,32,isparta,2015,0,0,421766,96.436104,0,0,4.467695,1.504,1.7142206,0,-0.10672572,0,-44.5
254,32,isparta,2016,2,2,427324,96.436104,0,0,4.5439067,1.554,1.7153261,0,-0.10186046,2,-44.5
255,32,isparta,2017,1,1,433830,96.436104,0,0,4.55879,1.534,1.6988221,0,-0.10138446,1,-76.08
256,33,mersin,2010,10,9,1647899,83.73286,14.965773,1.9459101,4.2847815,1.644,0.86959213,0,-0.06238386,9,62
257,33,mersin,2011,10,9,1667939,83.73286,14.965773,1.9459101,4.3697577,1.688,0.86753774,0,-0.06724237,9,62
258,33,mersin,2012,3,3,1682848,83.73286,14.965773,1.9459101,4.4064612,1.786,0.8830269,0,-0.06618868,3,62
259,33,mersin,2013,5,5,1705774,83.73286,14.965773,1.9459101,4.4242086,1.856,0.87877995,1,-0.06602843,5,-32
260,33,mersin,2014,9,9,1727255,83.73286,14.965773,1.9459101,4.467095,1.914,0.88348275,1,-0.06672171,9,-32
261,33,mersin,2015,10,9,1745221,83.73286,14.965773,1.9459101,4.5271597,1.962,0.8743878,0,-0.06584355,9,-32
262,33,mersin,2016,8,8,1773852,83.73286,14.965773,1.9459101,4.5583253,2.012,0.86929464,0,-0.06446496,8,-32
263,33,mersin,2017,5,5,1793931,83.73286,14.965773,1.9459101,4.6051116,2.02,0.86736894,0,-0.06379816,5,90.18
264,34,istanbul,2010,37,36,13255685,87.65423,10.784004,2.9957323,4.986245,1.726,0.23288122,0,-0.046082497,36,-88.4
265,34,istanbul,2011,27,24,13624240,87.65423,10.784004,2.9957323,5.0965643,1.756,0.22848982,0,-0.048843563,24,-88.4
266,34,istanbul,2012,31,30,13854740,87.65423,10.784004,2.9957323,5.122495,1.804,0.23024611,0,-0.04801953,30,-88.4
267,34,istanbul,2013,28,26,14160467,87.65423,10.784004,2.9957323,5.1708393,1.868,0.22760549,1,-0.046464473,26,-95.8
268,34,istanbul,2014,46,42,14377018,87.65423,10.784004,2.9957323,5.1870613,1.926,0.22737677,1,-0.04894334,42,-95.8
269,34,istanbul,2015,34,31,14657434,87.65423,10.784004,2.9957323,5.246823,1.95,0.22630155,0,-0.047354907,31,-95.8
270,34,istanbul,2016,27,26,14804116,87.65423,10.784004,2.9957323,5.2765107,1.954,0.2266937,0,-0.04415655,26,-95.8
271,34,istanbul,2017,37,37,15029231,87.65423,10.784004,2.9957323,5.339387,1.936,0.22642542,0,-0.043720037,37,97.6
272,35,izmir,2010,15,13,3948848,93.250244,5.1960487,1.609438,4.6284914,2.468,0.44747227,0,-0.049854547,13,110.4
273,35,izmir,2011,20,20,3965232,93.250244,5.1960487,1.609438,4.7580657,2.554,0.44940624,0,-0.053272635,20,110.4
274,35,izmir,2012,15,15,4005459,93.250244,5.1960487,1.609438,4.7837796,2.638,0.45512885,0,-0.051101744,15,110.4
275,35,izmir,2013,16,15,4061074,93.250244,5.1960487,1.609438,4.8309145,2.724,0.45406708,1,-0.049664557,15,99.2
276,35,izmir,2014,14,13,4113072,93.250244,5.1960487,1.609438,4.851921,2.754,0.45318925,1,-0.051433384,13,99.2
277,35,izmir,2015,19,18,4168415,93.250244,5.1960487,1.609438,4.8763027,2.75,0.44717237,0,-0.051036984,18,99.2
278,35,izmir,2016,19,18,4223545,93.250244,5.1960487,1.609438,4.901576,2.742,0.44630754,0,-0.047436655,18,99.2
279,35,izmir,2017,23,22,4279677,93.250244,5.1960487,1.609438,4.972736,2.704,0.44279042,0,-0.047745496,22,116.2
280,36,kars,2010,1,1,301766,33.109703,65.159454,5.5412636,3.7948122,0.46,1.6171471,0,-0.07830125,1,-65.4
281,36,kars,2011,2,2,305755,33.109703,65.159454,5.5412636,3.8606033,0.444,1.5993197,0,-0.08687709,2,-65.4
282,36,kars,2012,1,1,304821,33.109703,65.159454,5.5412636,3.916722,0.462,1.6501487,0,-0.080963954,1,-65.4
283,36,kars,2013,0,0,300874,33.109703,65.159454,5.5412636,3.9023468,0.458,1.6717962,1,-0.078230575,0,-28.4
284,36,kars,2014,1,1,296466,33.109703,65.159454,5.5412636,3.9463208,0.478,1.7000263,1,-0.08221136,1,-28.4
285,36,kars,2015,3,3,292660,33.109703,65.159454,5.5412636,4.0801373,0.484,1.722135,0,-0.08326778,3,-28.4
286,36,kars,2016,0,0,289786,33.109703,65.159454,5.5412636,4.1007047,0.474,1.7564685,0,-0.08319551,0,-28.4
287,36,kars,2017,1,1,287654,33.109703,65.159454,5.5412636,4.1850333,0.462,1.7868689,0,-0.08168711,1,0
288,37,kastamonu,2010,2,2,361222,100,0,0,4.2515025,0.99,7.0482974,0,-0.113774836,2,-49.3
289,37,kastamonu,2011,1,1,359759,100,0,0,4.3644905,1.044,7.0797396,0,-0.12289959,1,-49.3
290,37,kastamonu,2012,2,2,359808,100,0,0,4.3742867,1.124,7.1621532,0,-0.11944857,2,-49.3
291,37,kastamonu,2013,1,1,368093,100,0,0,4.3702903,1.21,7.038982,1,-0.12846126,1,-91.4
292,37,kastamonu,2014,1,1,368907,100,0,0,4.4090166,1.222,7.0505576,1,-0.12947428,1,-91.4
293,37,kastamonu,2015,1,1,372633,100,0,0,4.4377966,1.194,7.0042105,0,-0.11457083,1,-91.4
294,37,kastamonu,2016,1,1,376945,100,0,0,4.458226,1.152,6.953269,0,-0.11499326,1,-91.4
295,37,kastamonu,2017,3,3,372373,100,0,0,4.516925,1.08,7.0037303,0,-0.11128296,3,-49.55
296,38,kayseri,2010,4,4,1234651,97.985466,1.5108991,2.0794415,4.3289356,1.482,1.0156716,0,-0.09737393,4,-121
297,38,kayseri,2011,5,5,1255349,97.985466,1.5108991,2.0794415,4.460185,1.532,1.0124675,0,-0.10133074,5,-121
298,38,kayseri,2012,5,5,1274968,97.985466,1.5108991,2.0794415,4.484106,1.568,1.0110058,0,-0.09962909,5,-121
299,38,kayseri,2013,2,2,1295355,97.985466,1.5108991,2.0794415,4.5427604,1.644,1.0020419,1,-0.0974513,2,-118
300,38,kayseri,2014,5,5,1322376,97.985466,1.5108991,2.0794415,4.549368,1.702,0.99366593,1,-0.09648046,5,-118
301,38,kayseri,2015,1,1,1341056,97.985466,1.5108991,2.0794415,4.58063,1.776,0.97982484,0,-0.095449686,1,-118
302,38,kayseri,2016,5,5,1358980,97.985466,1.5108991,2.0794415,4.607557,1.826,0.9875053,0,-0.09180018,5,-118
303,38,kayseri,2017,7,7,1376722,97.985466,1.5108991,2.0794415,4.6627674,1.91,0.9885801,0,-0.08840719,7,-126.78
304,39,kirklareli,2010,0,0,332791,97.83387,2.1661334,0,4.6138206,1.456,0.838364,0,-0.07674372,0,99.8
305,39,kirklareli,2011,1,1,340199,97.83387,2.1661334,0,4.674813,1.536,0.82598716,0,-0.08374122,1,99.8
306,39,kirklareli,2012,1,1,341218,97.83387,2.1661334,0,4.705574,1.586,0.8440352,0,-0.080507606,1,99.8
307,39,kirklareli,2013,0,0,340559,97.83387,2.1661334,0,4.7325473,1.622,0.8574138,1,-0.08499092,0,76
308,39,kirklareli,2014,0,0,343723,97.83387,2.1661334,0,4.741452,1.652,0.85824925,1,-0.08402157,0,76
309,39,kirklareli,2015,3,3,346973,97.83387,2.1661334,0,4.75844,1.726,0.8530923,0,-0.080669194,3,76
310,39,kirklareli,2016,1,1,351684,97.83387,2.1661334,0,4.7741847,1.75,0.8473516,0,-0.075142026,1,76
311,39,kirklareli,2017,0,0,356050,97.83387,2.1661334,0,4.819491,1.768,0.8397697,0,-0.08157769,0,-37.48
312,40,kirsehir,2010,0,0,221876,100,0,0,4.191758,1.97,2.1543565,0,-0.11007245,0,-74.6
313,40,kirsehir,2011,2,2,221015,100,0,0,4.2947774,1.922,2.176323,0,-0.119208276,2,-74.6
314,40,kirsehir,2012,0,0,221209,100,0,0,4.268907,1.886,2.1924968,0,-0.12171771,0,-74.6
315,40,kirsehir,2013,1,1,223498,100,0,0,4.2790422,1.928,2.1700418,1,-0.12250973,1,-84.4
316,40,kirsehir,2014,1,1,222707,100,0,0,4.2893653,1.876,2.2002003,1,-0.12569246,1,-84.4
317,40,kirsehir,2015,1,1,225562,100,0,0,4.334091,1.862,2.1723518,0,-0.122924864,1,-84.4
318,40,kirsehir,2016,0,0,229975,100,0,0,4.3859234,1.856,2.152408,0,-0.12855989,0,-84.4
319,40,kirsehir,2017,0,0,234529,100,0,0,4.475439,1.808,2.1191409,0,-0.12816462,0,89.58
320,41,kocaeli,2010,4,4,1560138,95.4914,3.6995463,0.6931472,4.8987656,1.388,0.70442486,0,-0.10474275,4,-94.4
321,41,kocaeli,2011,4,3,1601720,95.4914,3.6995463,0.6931472,5.06984,1.446,0.68988335,0,-0.11161953,3,-94.4
322,41,kocaeli,2012,4,3,1634691,95.4914,3.6995463,0.6931472,5.080679,1.53,0.698603,0,-0.108835936,3,-94.4
323,41,kocaeli,2013,8,8,1676202,95.4914,3.6995463,0.6931472,5.1617513,1.594,0.68965435,1,-0.108412385,8,-101.2
324,41,kocaeli,2014,7,7,1722795,95.4914,3.6995463,0.6931472,5.1781464,1.646,0.68319213,1,-0.10751453,7,-101.2
325,41,kocaeli,2015,11,11,1780055,95.4914,3.6995463,0.6931472,5.220606,1.652,0.66121554,0,-0.10554823,11,-101.2
326,41,kocaeli,2016,10,10,1830772,95.4914,3.6995463,0.6931472,5.236729,1.652,0.6527301,0,-0.10142526,10,-101.2
327,41,kocaeli,2017,8,8,1883270,95.4914,3.6995463,0.6931472,5.3269887,1.664,0.63984454,0,-0.09955317,8,-111.14
328,42,konya,2010,6,6,2013845,94.70968,5.032991,0,4.1748667,1.45,1.5021017,0,-0.10288535,6,-136
329,42,konya,2011,7,6,2038555,94.70968,5.032991,0,4.3085546,1.494,1.4941957,0,-0.105235815,6,-136
330,42,konya,2012,5,5,2052281,94.70968,5.032991,0,4.3156376,1.544,1.50418,0,-0.10298675,5,-136
331,42,konya,2013,8,8,2079225,94.70968,5.032991,0,4.4003887,1.636,1.4899782,1,-0.102677464,8,-128.6
332,42,konya,2014,10,10,2108808,94.70968,5.032991,0,4.4550886,1.708,1.4771378,1,-0.101126835,10,-128.6
333,42,konya,2015,5,5,2130544,94.70968,5.032991,0,4.5075774,1.72,1.4709858,0,-0.09994629,5,-128.6
334,42,konya,2016,10,9,2161303,94.70968,5.032991,0,4.5246987,1.722,1.4625436,0,-0.097467184,9,-128.6
335,42,konya,2017,10,10,2180149,94.70968,5.032991,0,4.5840034,1.7,1.4599919,0,-0.09433521,10,-141.06
336,43,kutahya,2010,3,3,590496,100,0,0,4.208087,1.2,1.9932396,0,-0.15099885,3,-124
337,43,kutahya,2011,1,1,564264,100,0,0,4.345662,1.266,2.0983086,0,-0.14436466,1,-124
338,43,kutahya,2012,0,0,573421,100,0,0,4.3293304,1.372,2.075264,0,-0.14155006,0,-124
339,43,kutahya,2013,1,1,572059,100,0,0,4.3748155,1.486,2.1029298,1,-0.14735967,1,-97.8
340,43,kutahya,2014,2,2,571554,100,0,0,4.4046183,1.528,2.1100368,1,-0.14373343,2,-97.8
341,43,kutahya,2015,2,2,571463,100,0,0,4.4447193,1.534,2.1103728,0,-0.14386019,2,-97.8
342,43,kutahya,2016,2,2,573642,100,0,0,4.46659,1.532,2.1232755,0,-0.14451136,2,-97.8
343,43,kutahya,2017,1,1,572256,100,0,0,4.5220056,1.492,2.138903,0,-0.14418888,1,-38.68
344,44,malatya,2010,5,4,740643,62.074455,37.925545,4.204693,3.9656427,0.958,1.235413,0,-0.102835625,4,-106.2
345,44,malatya,2011,2,2,757930,62.074455,37.925545,4.204693,4.0777946,1.004,1.2138324,0,-0.10892251,2,-106.2
346,44,malatya,2012,1,1,762366,62.074455,37.925545,4.204693,4.09874,1.03,1.2251333,0,-0.106465414,1,-106.2
347,44,malatya,2013,3,3,762538,62.074455,37.925545,4.204693,4.1313863,1.048,1.2235456,1,-0.104867265,3,-123.6
348,44,malatya,2014,2,2,769544,62.074455,37.925545,4.204693,4.135721,1.086,1.2215027,1,-0.10586667,2,-123.6
349,44,malatya,2015,4,4,772904,62.074455,37.925545,4.204693,4.2321362,1.12,1.2161925,0,-0.10464284,4,-123.6
350,44,malatya,2016,2,2,781305,62.074455,37.925545,4.204693,4.2475476,1.13,1.2312733,0,-0.102001995,2,-123.6
351,44,malatya,2017,0,0,786676,62.074455,37.925545,4.204693,4.28401,1.194,1.2304939,0,-0.09954375,0,-136.94
352,45,manisa,2010,2,2,1379484,93.19545,5.44364,0,4.318248,1.424,1.1903001,0,-0.07939531,2,-38.7
353,45,manisa,2011,2,2,1340074,93.19545,5.44364,0,4.4384155,1.494,1.2327677,0,-0.07245448,2,-38.7
354,45,manisa,2012,2,2,1346162,93.19545,5.44364,0,4.558568,1.552,1.2524495,0,-0.070346564,2,-38.7
355,45,manisa,2013,2,2,1359463,93.19545,5.44364,0,4.566087,1.622,1.248287,1,-0.07199071,2,-40.1
356,45,manisa,2014,3,3,1367905,93.19545,5.44364,0,4.6059213,1.68,1.2486247,1,-0.07288587,3,-40.1
357,45,manisa,2015,8,8,1380366,93.19545,5.44364,0,4.652464,1.696,1.237353,0,-0.07192984,8,-40.1
358,45,manisa,2016,5,4,1396945,93.19545,5.44364,0,4.681948,1.748,1.2341216,0,-0.07140918,4,-40.1
359,45,manisa,2017,9,9,1413041,93.19545,5.44364,0,4.7319493,1.768,1.2250175,0,-0.07280883,9,-52.77
360,46,kahramanmaras,2010,2,1,1044816,95.26892,4.7310824,5.159055,4.021479,1.204,1.2049968,0,-0.094334856,1,-130.6
361,46,kahramanmaras,2011,6,5,1054210,95.26892,4.7310824,5.159055,4.0945826,1.252,1.2046936,0,-0.10169202,5,-130.6
362,46,kahramanmaras,2012,2,2,1063174,95.26892,4.7310824,5.159055,4.102463,1.294,1.2236943,0,-0.10004158,2,-130.6
363,46,kahramanmaras,2013,0,0,1075706,95.26892,4.7310824,5.159055,4.154016,1.342,1.207579,1,-0.098396435,0,-117.6
364,46,kahramanmaras,2014,2,2,1089038,95.26892,4.7310824,5.159055,4.170149,1.356,1.1983052,1,-0.099629536,2,-117.6
365,46,kahramanmaras,2015,5,3,1096610,95.26892,4.7310824,5.159055,4.2310643,1.356,1.190031,0,-0.09937684,3,-117.6
366,46,kahramanmaras,2016,1,1,1112634,95.26892,4.7310824,5.159055,4.2413235,1.34,1.1890702,0,-0.100088954,1,-117.6
367,46,kahramanmaras,2017,1,1,1127623,95.26892,4.7310824,5.159055,4.299322,1.328,1.1785854,0,-0.09572914,1,-135.2
368,47,mardin,2010,0,0,744606,5.6485295,74.41578,6.916715,3.7599597,0.278,1.3322482,0,-0.106708325,0,-90
369,47,mardin,2011,1,1,764033,5.6485295,74.41578,6.916715,3.8418536,0.3,1.3284767,0,-0.117427886,1,-90
370,47,mardin,2012,2,2,773026,5.6485295,74.41578,6.916715,3.914484,0.316,1.3958133,0,-0.115302496,2,-90
371,47,mardin,2013,4,1,779738,5.6485295,74.41578,6.916715,3.9714856,0.354,1.4081653,1,-0.11445807,1,-104.4
372,47,mardin,2014,0,0,788996,5.6485295,74.41578,6.916715,3.9993203,0.372,1.4131885,1,-0.11611108,0,-104.4
373,47,mardin,2015,1,1,796591,5.6485295,74.41578,6.916715,4.0693417,0.392,1.4172894,0,-0.11661576,1,-104.4
374,47,mardin,2016,2,2,796237,5.6485295,74.41578,6.916715,4.0894184,0.394,1.4304786,0,-0.11556141,2,-104.4
375,47,mardin,2017,0,0,809719,5.6485295,74.41578,6.916715,4.147083,0.394,1.4276558,0,-0.11183494,0,0
376,48,mugla,2010,9,9,817503,96.95551,3.044484,0,4.5770826,2.1,1.2978545,0,-0.046528593,9,92
377,48,mugla,2011,2,2,838324,96.95551,3.044484,0,4.668637,2.19,1.269199,0,-0.050266445,2,92
378,48,mugla,2012,2,2,851145,96.95551,3.044484,0,4.6713595,2.262,1.2712288,0,-0.048814476,2,92
379,48,mugla,2013,4,4,866665,96.95551,3.044484,0,4.690169,2.384,1.2334639,1,-0.04919654,4,98.2
380,48,mugla,2014,6,6,894509,96.95551,3.044484,0,4.7009473,2.47,1.2096021,1,-0.049729824,6,98.2
381,48,mugla,2015,8,8,908877,96.95551,3.044484,0,4.741155,2.5,1.1904801,0,-0.050123364,8,98.2
382,48,mugla,2016,7,7,923773,96.95551,3.044484,0,4.7335443,2.508,1.1777785,0,-0.046581686,7,98.2
383,48,mugla,2017,4,4,938751,96.95551,3.044484,0,4.787191,2.532,1.1621826,0,-0.048058063,4,72.02
384,49,mus,2010,0,0,406886,12.41307,87.58693,5.710427,3.7037385,0.18,1.3394415,0,-0.09599559,0,-101
385,49,mus,2011,0,0,414706,12.41307,87.58693,5.710427,3.801246,0.176,1.3479428,0,-0.110323295,0,-101
386,49,mus,2012,0,0,413260,12.41307,87.58693,5.710427,3.8778276,0.18,1.4567101,0,-0.110103026,0,-101
387,49,mus,2013,0,0,412553,12.41307,87.58693,5.710427,3.8999684,0.196,1.47375,1,-0.11149418,0,-97
388,49,mus,2014,1,1,411216,12.41307,87.58693,5.710427,3.8826766,0.212,1.4299054,1,-0.109665394,1,-97
389,49,mus,2015,0,0,408728,12.41307,87.58693,5.710427,3.9136527,0.218,1.4386095,0,-0.10923253,0,-97
390,49,mus,2016,0,0,406501,12.41307,87.58693,5.710427,3.9346924,0.234,1.4735512,0,-0.1110353,0,-97
391,49,mus,2017,4,4,404544,12.41307,87.58693,5.710427,3.9550626,0.248,1.4979829,0,-0.109394014,4,-69.52
392,50,nevsehir,2010,0,0,282337,98.46334,1.536656,0,4.2056675,1.822,1.7213472,0,-0.09379633,0,-105.6
393,50,nevsehir,2011,4,3,283247,98.46334,1.536656,0,4.3059297,1.902,1.7299389,0,-0.09980464,3,-105.6
394,50,nevsehir,2012,0,0,285190,98.46334,1.536656,0,4.2653456,2.034,1.7041271,0,-0.096967265,0,-105.6
395,50,nevsehir,2013,2,1,285460,98.46334,1.536656,0,4.3238873,2.098,1.7165277,1,-0.094533324,1,-105
396,50,nevsehir,2014,0,0,286250,98.46334,1.536656,0,4.3604574,2.114,1.7117904,1,-0.103636965,0,-105
397,50,nevsehir,2015,1,1,286767,98.46334,1.536656,0,4.4287744,2.016,1.7087042,0,-0.097280964,1,-105
398,50,nevsehir,2016,0,0,290895,98.46334,1.536656,0,4.4001474,1.926,1.7153956,0,-0.09070784,0,-105
399,50,nevsehir,2017,1,1,292365,98.46334,1.536656,0,4.424759,1.812,1.7170318,0,-0.08512807,1,-103.16
400,51,nigde,2010,2,2,337931,100,0,0.6931472,4.057916,1.106,1.189592,0,-0.06664352,2,-79.8
401,51,nigde,2011,0,0,337553,100,0,0.6931472,4.1939383,1.156,1.190924,0,-0.07634804,0,-79.8
402,51,nigde,2012,1,1,340270,100,0,0.6931472,4.200019,1.252,1.2078643,0,-0.075354636,1,-79.8
403,51,nigde,2013,0,0,343658,100,0,0.6931472,4.216013,1.3,1.204686,1,-0.07217871,0,-82.2
404,51,nigde,2014,0,0,343898,100,0,0.6931472,4.279887,1.416,1.2183845,1,-0.0743566,0,-82.2
405,51,nigde,2015,0,0,346114,100,0,0.6931472,4.3734016,1.448,1.2105838,0,-0.068863764,0,-82.2
406,51,nigde,2016,0,0,351468,100,0,0.6931472,4.3418717,1.478,1.2149043,0,-0.06949444,0,-82.2
407,51,nigde,2017,0,0,352727,100,0,0.6931472,4.389203,1.52,1.2304133,0,-0.06763226,0,-74.26
408,52,ordu,2010,1,1,719183,99.46681,0.5331909,2.5649493,3.9049017,0.958,2.750343,0,-0.081231326,1,52.7
409,52,ordu,2011,2,2,714390,99.46681,0.5331909,2.5649493,3.987195,0.952,2.8037906,0,-0.08759639,2,52.7
410,52,ordu,2012,1,1,741371,99.46681,0.5331909,2.5649493,4.0076537,0.982,2.758403,0,-0.08694996,1,52.7
411,52,ordu,2013,2,2,731452,99.46681,0.5331909,2.5649493,4.0621123,1.034,2.8204174,1,-0.08867696,2,-109
412,52,ordu,2014,2,2,724268,99.46681,0.5331909,2.5649493,4.1027946,1.082,2.8704844,1,-0.09174737,2,-109
413,52,ordu,2015,0,0,728949,99.46681,0.5331909,2.5649493,4.3040366,1.102,2.853423,0,-0.092997804,0,-109
414,52,ordu,2016,2,2,750588,99.46681,0.5331909,2.5649493,4.174966,1.152,2.7751577,0,-0.092999175,2,-109
415,52,ordu,2017,0,0,742341,99.46681,0.5331909,2.5649493,4.262433,1.158,2.8167648,0,-0.09021041,0,-113.86
416,53,rize,2010,0,0,319637,92.296585,0,0,4.295877,0.666,3.2130198,0,-0.10376616,0,-93.6
417,53,rize,2011,1,1,323012,92.296585,0,0,4.3750787,0.692,3.2011194,0,-0.110274225,1,-93.6
418,53,rize,2012,0,0,324152,92.296585,0,0,4.44791,0.734,3.239221,0,-0.110664725,0,-93.6
419,53,rize,2013,0,0,328205,92.296585,0,0,4.4758844,0.764,3.2205482,1,-0.11208917,0,-135.8
420,53,rize,2014,1,1,329779,92.296585,0,0,4.5220304,0.808,3.208209,1,-0.11410415,1,-135.8
421,53,rize,2015,0,0,328979,92.296585,0,0,4.5689073,0.824,3.2160108,0,-0.112131834,0,-135.8
422,53,rize,2016,1,1,331048,92.296585,0,0,4.587012,0.886,3.2110147,0,-0.108263314,1,-135.8
423,53,rize,2017,0,0,331041,92.296585,0,0,4.642291,0.902,3.2473319,0,-0.10670996,0,-145.98
424,54,sakarya,2010,3,3,872872,96.85635,1.5718229,0,4.3690825,1.3,1.4183065,0,-0.10172537,3,-90.6
425,54,sakarya,2011,3,3,888556,96.85635,1.5718229,0,4.480398,1.34,1.4022752,0,-0.1089388,3,-90.6
426,54,sakarya,2012,1,1,902267,96.85635,1.5718229,0,4.5201325,1.37,1.4164321,0,-0.10284929,1,-90.6
427,54,sakarya,2013,3,3,917373,96.85635,1.5718229,0,4.5737014,1.416,1.120591,1,-0.101777464,3,-116
428,54,sakarya,2014,2,2,932706,96.85635,1.5718229,0,4.603193,1.498,1.3959383,1,-0.10315585,2,-116
429,54,sakarya,2015,1,1,953181,96.85635,1.5718229,0,4.6705885,1.522,1.3659525,0,-0.100708246,1,-116
430,54,sakarya,2016,1,1,976948,96.85635,1.5718229,0,4.680622,1.546,1.3357927,0,-0.09813422,1,-116
431,54,sakarya,2017,3,2,990214,96.85635,1.5718229,0,4.7573857,1.586,1.3290056,0,-0.09470931,2,-130.08
432,55,samsun,2010,2,2,1252693,99.15885,0.42057377,1.3862944,4.1601453,1.15,2.0851078,0,-0.06644544,2,-96.8
433,55,samsun,2011,3,3,1251729,99.15885,0.42057377,1.3862944,4.251144,1.2,2.0939038,0,-0.07022995,3,-96.8
434,55,samsun,2012,4,4,1251722,99.15885,0.42057377,1.3862944,4.307127,1.26,2.1082957,0,-0.069255605,4,-96.8
