,prov_code,prov_name,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ,count,pol_attitude
435,55,samsun,2013,4,4,1261810,99.15885,0.42057377,1.3862944,4.3444147,1.334,2.1049128,1,-0.06843212,4,-109.8
436,55,samsun,2014,1,1,1269989,99.15885,0.42057377,1.3862944,4.371438,1.386,2.10553,1,-0.07083377,1,-109.8
437,55,samsun,2015,6,6,1279884,99.15885,0.42057377,1.3862944,4.4373136,1.44,2.094721,0,-0.06789029,6,-109.8
438,55,samsun,2016,2,2,1295927,99.15885,0.42057377,1.3862944,4.4397845,1.446,2.0819073,0,-0.064232886,2,-109.8
439,55,samsun,2017,3,3,1312990,99.15885,0.42057377,1.3862944,4.471231,1.444,2.0655146,0,-0.06346375,3,-94.74
440,56,siirt,2010,1,1,300695,0,100,7.115582,3.709712,0.16,1.8690035,0,-0.124649145,1,0
441,56,siirt,2011,0,0,310468,0,100,7.115582,3.8131597,0.164,1.8745893,0,-0.14796823,0,0
442,56,siirt,2012,0,0,310879,0,100,7.115582,3.8738222,0.174,2.007212,0,-0.1424568,0,0
443,56,siirt,2013,0,0,314153,0,100,7.115582,3.915474,0.208,2.0085754,1,-0.1425717,0,0
444,56,siirt,2014,0,0,318366,0,100,7.115582,3.9159677,0.234,1.9568672,1,-0.14423992,0,0
445,56,siirt,2015,1,1,320351,0,100,7.115582,3.9155364,0.246,1.9447418,0,-0.14923121,1,0
446,56,siirt,2016,0,0,322664,0,100,7.115582,3.9416695,0.26,2.0020826,0,-0.14841604,0,0
447,56,siirt,2017,1,1,324394,0,100,7.115582,3.9790277,0.264,1.9759922,0,-0.14243114,1,0
448,57,sinop,2010,0,0,202740,100,0,0,4.102435,1.354,5.1741147,0,-0.07590629,0,104.2
449,57,sinop,2011,0,0,203027,100,0,0,4.223087,1.342,5.1668005,0,-0.082409844,0,104.2
450,57,sinop,2012,1,1,201311,100,0,0,4.259442,1.32,5.379736,0,-0.08322488,1,104.2
451,57,sinop,2013,0,0,204568,100,0,0,4.2858686,1.346,5.3380785,1,-0.08321872,0,108.6
452,57,sinop,2014,0,0,204526,100,0,0,4.2597156,1.342,5.3978467,1,-0.0838989,0,108.6
453,57,sinop,2015,0,0,204133,100,0,0,4.2876377,1.35,5.408239,0,-0.08319084,0,108.6
454,57,sinop,2016,0,0,205478,100,0,0,4.325965,1.388,5.4750385,0,-0.08350344,0,108.6
455,57,sinop,2017,1,1,207427,100,0,0,4.329679,1.42,5.452521,0,-0.07770009,1,113.26
456,58,sivas,2010,0,0,642224,100,0,4.836282,4.1408854,0.96,2.0429008,0,-0.1153592,0,-50.8
457,58,sivas,2011,0,0,627056,100,0,4.836282,4.2873635,0.94,2.1002908,0,-0.11584984,0,-50.8
458,58,sivas,2012,0,0,623535,100,0,4.836282,4.3089576,0.978,2.1281884,0,-0.115930825,0,-50.8
459,58,sivas,2013,1,1,623824,100,0,4.836282,4.3358116,0.988,2.1288056,1,-0.115213335,1,-116.6
460,58,sivas,2014,1,1,623116,100,0,4.836282,4.3357663,1.018,2.1456678,1,-0.11460896,1,-116.6
461,58,sivas,2015,3,3,618617,100,0,4.836282,4.3890247,1.05,2.1612728,0,-0.11281741,3,-116.6
462,58,sivas,2016,0,0,621224,100,0,4.836282,4.4154587,1.104,2.1554222,0,-0.11224586,0,-116.6
463,58,sivas,2017,2,2,621301,100,0,4.836282,4.4624977,1.118,2.1648123,0,-0.112320095,2,-98.7
464,59,tekirdag,2010,4,4,798109,96.51026,2.617305,0.6931472,4.714453,1.582,0.6051805,0,-0.07530621,4,91.2
465,59,tekirdag,2011,3,3,829873,96.51026,2.617305,0.6931472,4.836992,1.648,0.5880418,0,-0.08347967,3,91.2
466,59,tekirdag,2012,5,5,852321,96.51026,2.617305,0.6931472,4.842928,1.736,0.5807671,0,-0.08176045,5,91.2
467,59,tekirdag,2013,1,0,874475,96.51026,2.617305,0.6931472,4.889511,1.796,0.5729152,1,-0.083796084,0,91.6
468,59,tekirdag,2014,1,1,906732,96.51026,2.617305,0.6931472,4.9049006,1.86,0.56356233,1,-0.0854153,1,91.6
469,59,tekirdag,2015,2,2,937910,96.51026,2.617305,0.6931472,4.9271426,1.89,0.5448284,0,-0.08389118,2,91.6
470,59,tekirdag,2016,1,1,972875,96.51026,2.617305,0.6931472,4.9481835,1.928,0.5386098,0,-0.080610186,1,91.6
471,59,tekirdag,2017,5,5,1005463,96.51026,2.617305,0.6931472,5.0158367,1.944,0.5281149,0,-0.08148053,5,102.36
472,60,tokat,2010,0,0,617802,100,0,3.7841897,3.9223578,0.91,1.8452514,0,-0.10495323,0,-99.2
473,60,tokat,2011,4,4,608299,100,0,3.7841897,3.9898791,0.946,1.8757223,0,-0.1067501,4,-99.2
474,60,tokat,2012,0,0,613990,100,0,3.7841897,4.029463,0.994,1.8746234,0,-0.10638474,0,-99.2
475,60,tokat,2013,0,0,598708,100,0,3.7841897,4.072265,1.026,1.9308244,1,-0.10691288,0,-104
476,60,tokat,2014,2,2,597920,100,0,3.7841897,4.0648313,1.046,1.9383864,1,-0.10971795,2,-104
477,60,tokat,2015,2,2,593990,100,0,3.7841897,4.1615477,1.034,1.9512113,0,-0.108059004,2,-104
478,60,tokat,2016,2,2,602662,100,0,3.7841897,4.1521544,1.04,1.9380682,0,-0.107609466,2,-104
479,60,tokat,2017,4,4,602086,100,0,3.7841897,4.1766233,1.042,1.9465657,0,-0.10898855,4,-97.6
480,61,trabzon,2010,1,1,763714,99.3354,0.6645989,1.0986123,4.284175,0.76,2.4917705,0,-0.1135055,1,-95.6
481,61,trabzon,2011,1,1,757353,99.3354,0.6645989,1.0986123,4.382433,0.762,2.5311842,0,-0.11803165,1,-95.6
482,61,trabzon,2012,0,0,757898,99.3354,0.6645989,1.0986123,4.422197,0.792,2.5755444,0,-0.114780545,0,-95.6
483,61,trabzon,2013,0,0,758237,99.3354,0.6645989,1.0986123,4.4763045,0.816,2.5889003,1,-0.11315477,0,-119
484,61,trabzon,2014,2,2,766782,99.3354,0.6645989,1.0986123,4.5072975,0.83,2.6004784,1,-0.11428264,2,-119
485,61,trabzon,2015,4,4,768417,99.3354,0.6645989,1.0986123,4.564262,0.828,2.6092603,0,-0.11087081,4,-119
486,61,trabzon,2016,5,5,779379,99.3354,0.6645989,1.0986123,4.5725417,0.848,2.5956564,0,-0.1019201,5,-119
487,61,trabzon,2017,4,4,786326,99.3354,0.6645989,1.0986123,4.5946198,0.846,2.5803547,0,-0.09805301,4,-129.22
488,62,tunceli,2010,0,0,76699,12.5,87.5,7.501082,4.420698,1.162,1.5254437,0,-0.11536272,0,0
489,62,tunceli,2011,0,0,85062,12.5,87.5,7.501082,4.3846464,1.272,1.3754673,0,-0.118716806,0,0
490,62,tunceli,2012,0,0,86276,12.5,87.5,7.501082,4.4422865,1.246,1.3908851,0,-0.10352543,0,0
491,62,tunceli,2013,0,0,85428,12.5,87.5,7.501082,4.5048785,1.272,1.5217493,1,-0.102878004,0,0
492,62,tunceli,2014,1,1,86527,12.5,87.5,7.501082,4.516808,1.346,1.063252,1,-0.110890836,1,0
493,62,tunceli,2015,0,0,86076,12.5,87.5,7.501082,4.5611196,1.378,1.0688229,0,-0.11812487,0,0
494,62,tunceli,2016,0,0,82193,12.5,87.5,7.501082,4.6525555,1.374,1.1193167,0,-0.11256346,0,0
495,62,tunceli,2017,0,0,82498,12.5,87.5,7.501082,4.691852,1.466,1.1151786,0,-0.119231224,0,65.54
496,63,sanliurfa,2010,5,5,1663371,17.453814,60.255898,4.4188404,3.5822623,0.54,0.9504795,0,-0.076853596,5,44
497,63,sanliurfa,2011,3,3,1716254,17.453814,60.255898,4.4188404,3.6393087,0.528,0.94042027,0,-0.0861543,3,44
498,63,sanliurfa,2012,4,3,1762075,17.453814,60.255898,4.4188404,3.6479623,0.496,0.99598485,0,-0.08375029,3,44
499,63,sanliurfa,2013,2,2,1801980,17.453814,60.255898,4.4188404,3.674466,0.454,1.0050056,1,-0.08405486,2,-123.4
500,63,sanliurfa,2014,7,7,1845667,17.453814,60.255898,4.4188404,3.686262,0.456,1.0018059,1,-0.08492141,7,-123.4
501,63,sanliurfa,2015,2,2,1892320,17.453814,60.255898,4.4188404,3.7574394,0.47,1.0051154,0,-0.08547125,2,-123.4
502,63,sanliurfa,2016,7,7,1940627,17.453814,60.255898,4.4188404,3.7610903,0.488,1.0074064,0,-0.086802185,7,-123.4
503,63,sanliurfa,2017,9,9,1985753,17.453814,60.255898,4.4188404,3.81263,0.514,1.0041531,0,-0.08449792,9,-121.62
504,64,usak,2010,1,1,338019,100,0,0,4.2693286,2.18,1.573876,0,-0.077218354,1,-39.6
505,64,usak,2011,1,1,339731,100,0,0,4.4160595,2.184,1.5777189,0,-0.084235504,1,-39.6
506,64,usak,2012,1,1,342269,100,0,0,4.444972,2.21,1.5893931,0,-0.08014876,1,-39.6
507,64,usak,2013,5,5,346508,100,0,0,4.4827113,2.284,1.5786071,1,-0.07995497,5,-86.6
508,64,usak,2014,2,2,349459,100,0,0,4.5015244,2.232,1.5681381,1,-0.080160886,2,-86.6
509,64,usak,2015,2,2,353048,100,0,0,4.5054,2.254,1.5521969,0,-0.079916224,2,-86.6
510,64,usak,2016,1,1,358736,100,0,0,4.5456824,2.22,1.5415236,0,-0.077524066,1,-86.6
511,64,usak,2017,2,2,364971,100,0,0,4.6128798,2.166,1.5234087,0,-0.07370725,2,-78.22
512,65,van,2010,4,1,1035418,22.318968,77.20453,6.951772,3.4645302,0.172,1.2362157,0,-0.090113595,1,0
513,65,van,2011,3,3,1022532,22.318968,77.20453,6.951772,3.591211,0.2,1.2654861,0,-0.10095531,3,0
514,65,van,2012,2,2,1051975,22.318968,77.20453,6.951772,3.698391,0.214,1.2833004,0,-0.09862174,2,0
515,65,van,2013,1,1,1070113,22.318968,77.20453,6.951772,3.7255044,0.22,1.2652869,1,-0.09838072,1,0
516,65,van,2014,3,3,1085542,22.318968,77.20453,6.951772,3.7052822,0.242,1.2592788,1,-0.099044204,3,0
517,65,van,2015,0,0,1096397,22.318968,77.20453,6.951772,3.6999066,0.256,1.2468112,0,-0.09742439,0,0
518,65,van,2016,4,4,1100190,22.318968,77.20453,6.951772,3.789553,0.266,1.2670538,0,-0.09569271,4,0
519,65,van,2017,2,2,1106891,22.318968,77.20453,6.951772,3.8136373,0.278,1.2720313,0,-0.092794016,2,0
520,66,yozgat,2010,0,0,476096,97.34388,1.3280612,0,4.003506,1.386,1.9869943,0,-0.10655758,0,-109.4
521,66,yozgat,2011,1,1,465696,97.34388,1.3280612,0,4.1011133,1.37,2.0528414,0,-0.116007924,1,-109.4
522,66,yozgat,2012,2,2,453211,97.34388,1.3280612,0,4.092907,1.36,2.1204252,0,-0.119825825,2,-109.4
523,66,yozgat,2013,0,0,444211,97.34388,1.3280612,0,4.150526,1.382,2.172391,1,-0.11970933,0,-112.4
524,66,yozgat,2014,2,2,432560,97.34388,1.3280612,0,4.1848283,1.424,2.2401516,1,-0.12523186,2,-112.4
525,66,yozgat,2015,0,0,419440,97.34388,1.3280612,0,4.2639766,1.456,2.310223,0,-0.12706292,0,-112.4
526,66,yozgat,2016,1,1,421041,97.34388,1.3280612,0,4.2882795,1.478,2.318064,0,-0.12805606,1,-112.4
527,66,yozgat,2017,6,6,418650,97.34388,1.3280612,0,4.3052883,1.478,2.3456347,0,-0.1224964,6,-81.72
528,67,zonguldak,2010,1,1,619703,99.40778,0,0,4.061021,1.796,2.312398,0,-0.10379748,1,91.6
529,67,zonguldak,2011,6,6,612406,99.40778,0,0,4.225399,1.772,2.3628116,0,-0.10855523,6,91.6
530,67,zonguldak,2012,0,0,606527,99.40778,0,0,4.2266345,1.754,2.4137425,0,-0.106579274,0,91.6
531,67,zonguldak,2013,3,3,601567,99.40778,0,0,4.3065844,1.722,2.4452803,1,-0.10720639,3,79.8
532,67,zonguldak,2014,5,5,598796,99.40778,0,0,4.3358145,1.668,2.4682863,1,-0.11056648,5,79.8
533,67,zonguldak,2015,1,1,595907,99.40778,0,0,4.3686843,1.666,2.4802527,0,-0.10951279,1,79.8
534,67,zonguldak,2016,4,3,597524,99.40778,0,0,4.412687,1.692,2.5053387,0,-0.10688239,3,79.8
535,67,zonguldak,2017,4,4,596892,99.40778,0,0,4.4924755,1.716,2.5146928,0,-0.10375255,4,-85.04
536,68,aksaray,2010,1,1,377505,100,0,0.6931472,4.0842037,2.354,1.4966689,0,-0.08098957,1,-116.4
537,68,aksaray,2011,0,0,378823,100,0,0.6931472,4.172206,2.384,1.4967412,0,-0.090812534,0,-116.4
538,68,aksaray,2012,3,3,379915,100,0,0.6931472,4.171347,2.346,1.5292895,0,-0.0881062,3,-116.4
539,68,aksaray,2013,2,2,382806,100,0,0.6931472,4.22324,2.358,1.51774,1,-0.08703795,2,-113.8
540,68,aksaray,2014,0,0,384252,100,0,0.6931472,4.3196316,2.206,1.519836,1,-0.08603737,0,-113.8
541,68,aksaray,2015,4,4,386514,100,0,0.6931472,4.400545,2.076,1.5109414,0,-0.08931373,4,-113.8
542,68,aksaray,2016,1,1,396673,100,0,0.6931472,4.383645,2.016,1.5024971,0,-0.07932803,1,-113.8
543,68,aksaray,2017,2,2,402404,100,0,0.6931472,4.446467,2.022,1.4860687,0,-0.07758643,2,-80.94
544,69,bayburt,2010,0,0,74412,94.37827,5.621731,0.6931472,4.010104,0.578,3.2118475,0,-0.16704431,0,-69.8
545,69,bayburt,2011,0,0,76724,94.37827,5.621731,0.6931472,4.0345373,0.618,3.1411293,0,-0.18452865,0,-69.8
546,69,bayburt,2012,0,0,75797,94.37827,5.621731,0.6931472,4.1610518,0.568,3.2191248,0,-0.17880629,0,-69.8
547,69,bayburt,2013,0,0,75620,94.37827,5.621731,0.6931472,4.1987534,0.612,3.2398837,1,-0.17255689,0,-104.2
548,69,bayburt,2014,0,0,80607,94.37827,5.621731,0.6931472,4.1505184,0.598,3.0890617,1,-0.17446996,0,-104.2
549,69,bayburt,2015,0,0,78550,94.37827,5.621731,0.6931472,4.2496467,0.636,3.1699555,0,-0.16923553,0,-104.2
550,69,bayburt,2016,1,1,90154,94.37827,5.621731,0.6931472,4.1758003,0.652,2.795217,0,-0.15545005,1,-104.2
551,69,bayburt,2017,0,0,80417,94.37827,5.621731,0.6931472,4.286869,0.654,3.1212306,0,-0.15681246,0,-56.49
552,70,karaman,2010,2,2,232633,100,0,0,4.242366,1.494,2.1321137,0,-0.092114344,2,-98.8
553,70,karaman,2011,1,1,234005,100,0,0,4.375859,1.6,2.1324332,0,-0.09457375,1,-98.8
554,70,karaman,2012,0,0,235424,100,0,0,4.4883213,1.69,2.1110847,0,-0.088458374,0,-98.8
555,70,karaman,2013,0,0,237939,100,0,0,4.599569,1.784,2.0929735,1,-0.08424713,0,-104.8
556,70,karaman,2014,3,3,240362,100,0,0,4.6101985,1.866,2.063554,1,-0.08812329,3,-104.8
557,70,karaman,2015,5,4,242196,100,0,0,4.668018,1.9,2.047928,0,-0.08683057,4,-104.8
558,70,karaman,2016,2,2,245610,100,0,0,4.6483364,1.832,2.0438907,0,-0.0725698,2,-104.8
559,70,karaman,2017,0,0,246672,100,0,0,4.734858,1.778,2.043199,0,-0.07787372,0,-39.57
560,71,kirikkale,2010,0,0,276647,100,0,0,4.207788,1.82,1.2506913,0,-0.16138142,0,-63.6
561,71,kirikkale,2011,2,2,274992,100,0,0,4.372667,1.906,1.2727643,0,-0.16964658,2,-63.6
562,71,kirikkale,2012,0,0,274727,100,0,0,4.3614044,1.978,1.284912,0,-0.17349824,0,-63.6
563,71,kirikkale,2013,1,1,274658,100,0,0,4.4126225,2.056,1.2852347,1,-0.17462158,1,-88.6
564,71,kirikkale,2014,1,1,271092,100,0,0,4.4002967,2.084,1.3095186,1,-0.17896569,1,-88.6
565,71,kirikkale,2015,4,4,270271,100,0,0,4.4523687,2.096,1.3134965,0,-0.17424926,4,-88.6
566,71,kirikkale,2016,1,1,277984,100,0,0,4.445763,2.046,1.3022332,0,-0.17578927,1,-88.6
567,71,kirikkale,2017,0,0,278749,100,0,0,4.632452,1.952,1.3058343,0,-0.1700803,0,-84.06
568,72,batman,2010,1,1,510200,2.225303,73.296364,6.4002576,3.7975702,0.226,1.1779695,0,-0.12829666,1,0
569,72,batman,2011,0,0,524499,2.225303,73.296364,6.4002576,3.9004476,0.224,1.1515751,0,-0.13544339,0,0
570,72,batman,2012,1,1,534205,2.225303,73.296364,6.4002576,3.8856046,0.232,1.1587312,0,-0.13526523,1,0
571,72,batman,2013,4,4,547581,2.225303,73.296364,6.4002576,3.8852813,0.256,1.170603,1,-0.13258313,4,0
572,72,batman,2014,6,6,557593,2.225303,73.296364,6.4002576,3.8770971,0.286,1.1549643,1,-0.12890695,6,0
573,72,batman,2015,0,0,566633,2.225303,73.296364,6.4002576,3.8726332,0.32,1.1365381,0,-0.128984,0,0
574,72,batman,2016,3,3,576899,2.225303,73.296364,6.4002576,3.9065552,0.356,1.1544482,0,-0.1263626,3,0
575,72,batman,2017,1,1,585252,2.225303,73.296364,6.4002576,3.994557,0.364,1.16531,0,-0.122702405,1,0
576,73,sirnak,2010,0,0,430109,0,100,8.266935,3.6819735,0.146,1.0787963,0,-0.11431019,0,0
577,73,sirnak,2011,0,0,457997,0,100,8.266935,3.7518873,0.156,1.0327579,0,-0.13597125,0,0
578,73,sirnak,2012,0,0,466982,0,100,8.266935,3.8586059,0.162,1.0771294,0,-0.13015383,0,0
579,73,sirnak,2013,1,1,475255,0,100,8.266935,3.9254932,0.168,1.071004,1,-0.12926722,1,0
580,73,sirnak,2014,1,1,488966,0,100,8.266935,3.9046876,0.17,1.0573332,1,-0.13448337,1,0
581,73,sirnak,2015,0,0,490184,0,100,8.266935,3.9803026,0.18,1.054706,0,-0.13984856,0,0
582,73,sirnak,2016,0,0,483788,0,100,8.266935,4.0379734,0.192,1.076918,0,-0.13303077,0,0
583,73,sirnak,2017,0,0,503236,0,100,8.266935,4.0903926,0.19,1.0571581,0,-0.14330561,0,-123.44
584,74,bartin,2010,0,0,187758,100,0,0,4.021459,1.5,3.9785256,0,-0.09318988,0,-39.9
585,74,bartin,2011,3,3,187291,100,0,0,4.1590323,1.47,4.084553,0,-0.0996546,3,-39.9
586,74,bartin,2012,1,1,188436,100,0,0,4.2071657,1.538,4.112802,0,-0.098332524,1,-39.9
587,74,bartin,2013,0,0,189139,100,0,0,4.2510943,1.532,4.150387,1,-0.098001525,0,-45.9
588,74,bartin,2014,0,0,189405,100,0,0,4.2670674,1.568,4.1815157,1,-0.09137505,0,-45.9
589,74,bartin,2015,0,0,190708,100,0,0,4.300877,1.49,4.152946,0,-0.09429538,0,-45.9
590,74,bartin,2016,1,1,192389,100,0,0,4.3261414,1.454,4.1426487,0,-0.09143011,1,-45.9
591,74,bartin,2017,0,0,193577,100,0,0,4.354667,1.428,4.1327224,0,-0.089724705,0,-35.76
592,75,ardahan,2010,1,0,105454,16.666666,83.333336,4.0253515,3.9871113,0.422,2.512944,0,-0.09976504,0,-73.8
593,75,ardahan,2011,0,0,107455,16.666666,83.333336,4.0253515,4.0062213,0.42,2.4661486,0,-0.11539549,0,-73.8
594,75,ardahan,2012,1,1,106643,16.666666,83.333336,4.0253515,4.091025,0.454,2.559943,0,-0.11155471,1,-73.8
595,75,ardahan,2013,0,0,102782,16.666666,83.333336,4.0253515,4.07247,0.524,2.6561072,1,-0.11021851,0,-68.6
596,75,ardahan,2014,0,0,100809,16.666666,83.333336,4.0253515,4.060781,0.58,2.727931,1,-0.11655581,0,-68.6
597,75,ardahan,2015,2,2,99265,16.666666,83.333336,4.0253515,4.2304683,0.598,2.760288,0,-0.11345126,2,-68.6
598,75,ardahan,2016,0,0,98335,16.666666,83.333336,4.0253515,4.263988,0.614,2.7965627,0,-0.11393987,0,-68.6
599,75,ardahan,2017,0,0,97096,16.666666,83.333336,4.0253515,4.326352,0.614,2.8631458,0,-0.1133662,0,102.4
600,76,igdir,2010,1,1,184418,35.043762,61.60181,5.521461,3.8966506,1.196,1.1983646,0,-0.061945602,1,0
601,76,igdir,2011,2,2,188857,35.043762,61.60181,5.521461,3.951973,1.212,1.1701976,0,-0.06824656,2,0
602,76,igdir,2012,0,0,190409,35.043762,61.60181,5.521461,4.05852,1.17,1.2604446,0,-0.065254554,0,0
603,76,igdir,2013,5,5,190424,35.043762,61.60181,5.521461,4.049507,1.128,1.2708482,1,-0.060740173,5,0
604,76,igdir,2014,1,1,192056,35.043762,61.60181,5.521461,4.034132,1.128,1.2652559,1,-0.05917731,1,0
605,76,igdir,2015,2,2,192435,35.043762,61.60181,5.521461,4.132383,1.096,1.29914,0,-0.056744352,2,0
606,76,igdir,2016,3,3,192785,35.043762,61.60181,5.521461,4.1370173,1.016,1.3071556,0,-0.052039236,3,0
607,76,igdir,2017,0,0,194775,35.043762,61.60181,5.521461,4.2690206,1.064,1.3194712,0,-0.04883343,0,0
608,77,yalova,2010,1,1,203741,66.666664,16.666666,0,4.4765053,1.94,0.7313206,0,-0.07465795,1,35.4
609,77,yalova,2011,1,1,206535,66.666664,16.666666,0,4.6544166,1.838,0.7262691,0,-0.07996845,1,35.4
610,77,yalova,2012,0,0,211799,66.666664,16.666666,0,4.6367564,1.868,0.73182595,0,-0.078909725,0,35.4
611,77,yalova,2013,1,1,220122,66.666664,16.666666,0,4.68419,1.876,0.71324086,1,-0.07949245,1,96
612,77,yalova,2014,0,0,226514,66.666664,16.666666,0,4.754819,1.864,0.70635813,1,-0.08459899,0,96
613,77,yalova,2015,2,2,233009,66.666664,16.666666,0,4.8092713,1.812,0.6952521,0,-0.07924342,2,96
614,77,yalova,2016,3,3,241665,66.666664,16.666666,0,4.8374834,1.814,0.6744874,0,-0.07669413,3,96
615,77,yalova,2017,1,0,251203,66.666664,16.666666,0,4.893187,1.72,0.6608201,0,-0.07830188,0,91.82
616,78,karabuk,2010,0,0,227610,100,0,0,4.1660843,1.388,3.9848864,0,-0.13443653,0,-31
617,78,karabuk,2011,0,0,219728,100,0,0,4.387465,1.41,4.1642394,0,-0.13485442,0,-31
618,78,karabuk,2012,0,0,225145,100,0,0,4.3457813,1.502,4.152879,0,-0.13478425,0,-31
619,78,karabuk,2013,0,0,230251,100,0,0,4.421269,1.568,4.060786,1,-0.1293759,0,-51.8
620,78,karabuk,2014,0,0,231333,100,0,0,4.4637666,1.614,4.0763745,1,-0.1318031,0,-51.8
621,78,karabuk,2015,0,0,236978,100,0,0,4.483773,1.608,3.9792724,0,-0.123794764,0,-51.8
622,78,karabuk,2016,1,1,242347,100,0,0,4.5092387,1.646,3.9282517,0,-0.121281326,1,-51.8
623,78,karabuk,2017,0,0,244453,100,0,0,4.590482,1.56,3.931226,0,-0.12124625,0,-39.83
624,79,kilis,2010,1,1,123135,87.5,12.5,3.2580965,3.898895,0.804,1.6892029,0,-0.08298962,1,-99.8
625,79,kilis,2011,0,0,124452,87.5,12.5,3.2580965,3.8308198,0.814,1.7195385,0,-0.08925384,0,-99.8
626,79,kilis,2012,0,0,124320,87.5,12.5,3.2580965,3.8954628,0.83,1.7133205,0,-0.09839518,0,-99.8
627,79,kilis,2013,0,0,128586,87.5,12.5,3.2580965,4.0551705,0.938,1.648702,1,-0.07603012,0,-101.6
628,79,kilis,2014,0,0,128781,87.5,12.5,3.2580965,4.031377,0.978,1.6539707,1,-0.07639222,0,-101.6
629,79,kilis,2015,0,0,130655,87.5,12.5,3.2580965,4.203353,1.028,1.6532089,0,-0.072014555,0,-101.6
630,79,kilis,2016,0,0,130825,87.5,12.5,3.2580965,4.196647,1.096,1.6587044,0,-0.069739476,0,-101.6
631,79,kilis,2017,3,3,136319,87.5,12.5,3.2580965,4.2454967,1.162,1.6285331,0,-0.065346405,3,-94.52
632,80,osmaniye,2010,1,1,479221,83.4564,16.543604,3.3322046,4.0015626,0.968,1.0934412,0,-0.08898866,1,-48.8
633,80,osmaniye,2011,2,2,485357,83.4564,16.543604,3.3322046,4.098222,1.04,1.09404,0,-0.0950301,2,-48.8
634,80,osmaniye,2012,3,2,492135,83.4564,16.543604,3.3322046,4.083189,1.126,1.1196115,0,-0.094242185,2,-48.8
635,80,osmaniye,2013,2,2,498981,83.4564,16.543604,3.3322046,4.1345005,1.218,1.1282995,1,-0.09530677,2,-47.3
636,80,osmaniye,2014,1,1,506807,83.4564,16.543604,3.3322046,4.175689,1.272,1.1167959,1,-0.09683357,1,-47.3
637,80,osmaniye,2015,1,1,512873,83.4564,16.543604,3.3322046,4.201886,1.288,1.103587,0,-0.09128399,1,-47.3
638,80,osmaniye,2016,2,2,522175,83.4564,16.543604,3.3322046,4.2499776,1.26,1.0973333,0,-0.08883408,2,-47.3
639,80,osmaniye,2017,0,0,527724,83.4564,16.543604,3.3322046,4.3346334,1.302,1.0857948,0,-0.086496085,0,-54.44
640,81,duzce,2010,2,1,338188,87.5,12.5,0,4.325378,1.224,1.957491,0,-0.09399238,1,-85
641,81,duzce,2011,1,1,342146,87.5,12.5,0,4.4332576,1.304,1.9319237,0,-0.10293631,1,-85
642,81,duzce,2012,0,0,346493,87.5,12.5,0,4.499838,1.348,1.9163446,0,-0.10210447,0,-85
643,81,duzce,2013,2,2,351509,87.5,12.5,0,4.5361238,1.454,1.8946884,1,-0.104739726,2,-109
644,81,duzce,2014,2,2,355549,87.5,12.5,0,4.5922227,1.572,1.8815972,1,-0.10348846,2,-109
645,81,duzce,2015,2,2,360388,87.5,12.5,0,4.6802187,1.73,1.8563327,0,-0.1027517,2,-109
646,81,duzce,2016,3,3,370371,87.5,12.5,0,4.6549473,1.85,1.8332969,0,-0.095930785,3,-109
647,81,duzce,2017,2,2,377610,87.5,12.5,0,4.6844153,1.822,1.8140409,0,-0.09414899,2,-94.28
