prov_code,ethnic_kurdish,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,fm_diff_educ,pol_attitude,count_k
57,0.0,4.259442,1.32,5.379736,-0.08322488,104.2,0.004967438441019119
57,0.0,4.329679,1.42,5.452521,-0.07770009,113.26,0.004820973161642409
58,0.0,4.3358116,0.988,2.1288056,-0.115213335,-116.6,0.0016030162353484316
58,0.0,4.3357663,1.018,2.1456678,-0.11460896,-116.6,0.0016048376225293525
58,0.0,4.3890247,1.05,2.1612728,-0.11281741,-116.6,0.004849527251918392
58,0.0,4.4624977,1.118,2.1648123,-0.112320095,-98.7,0.0032190516351977543
59,2.617305,4.714453,1.582,0.6051805,-0.07530621,91.2,0.005011846752761841
59,2.617305,4.836992,1.648,0.5880418,-0.08347967,91.2,0.0036150109715582988
59,2.617305,4.842928,1.736,0.5807671,-0.08176045,91.2,0.005866334397486393
59,2.617305,4.889511,1.796,0.5729152,-0.083796084,91.6,0.001143543268818434
59,2.617305,4.9049006,1.86,0.56356233,-0.0854153,91.6,0.0011028617055535705
59,2.617305,4.9271426,1.89,0.5448284,-0.08389118,91.6,0.0021324007633994734
59,2.617305,4.9481835,1.928,0.5386098,-0.080610186,91.6,0.0010278812797121933
59,2.617305,5.0158367,1.944,0.5281149,-0.08148053,102.36,0.004972833411075296
60,0.0,3.9898791,0.946,1.8757223,-0.1067501,-99.2,0.006575713588218951
60,0.0,4.0648313,1.046,1.9383864,-0.10971795,-104.0,0.003344929087503345
60,0.0,4.1615477,1.034,1.9512113,-0.108059004,-104.0,0.0033670600515160187
60,0.0,4.1521544,1.04,1.9380682,-0.107609466,-104.0,0.003318609767995991
60,0.0,4.1766233,1.042,1.9465657,-0.10898855,-97.6,0.006643569191112234
61,0.6645989,4.284175,0.76,2.4917705,-0.1135055,-95.6,0.0013093906881371823
61,0.6645989,4.382433,0.762,2.5311842,-0.11803165,-95.6,0.0013203882469601362
61,0.6645989,4.5072975,0.83,2.6004784,-0.11428264,-119.0,0.0026083032726381163
61,0.6645989,4.564262,0.828,2.6092603,-0.11087081,-119.0,0.0052055069057555985
61,0.6645989,4.5725417,0.848,2.5956564,-0.1019201,-119.0,0.006415364027000984
61,0.6645989,4.5946198,0.846,2.5803547,-0.09805301,-129.22,0.005086948670144443
62,87.5,4.516808,1.346,1.063252,-0.110890836,0.0,0.011557086227420344
63,60.255898,3.5822623,0.54,0.9504795,-0.076853596,44.0,0.003005943953573797
63,60.255898,3.6393087,0.528,0.94042027,-0.0861543,44.0,0.001747993012689264
63,60.255898,3.6479623,0.496,0.99598485,-0.08375029,44.0,0.0022700509342678376
63,60.255898,3.674466,0.454,1.0050056,-0.08405486,-123.4,0.0011098902318560696
63,60.255898,3.686262,0.456,1.0018059,-0.08492141,-123.4,0.003792666824513848
63,60.255898,3.7574394,0.47,1.0051154,-0.08547125,-123.4,0.0010569036949353175
63,60.255898,3.7610903,0.488,1.0074064,-0.086802185,-123.4,0.0036070816287725564
63,60.255898,3.81263,0.514,1.0041531,-0.08449792,-121.62,0.00453228573745073
64,0.0,4.2693286,2.18,1.573876,-0.077218354,-39.6,0.002958413580301699
64,0.0,4.4160595,2.184,1.5777189,-0.084235504,-39.6,0.002943505302724803
64,0.0,4.444972,2.21,1.5893931,-0.08014876,-39.6,0.0029216785627678814
64,0.0,4.5015244,2.232,1.5681381,-0.080160886,-86.6,0.00572313204124089
64,0.0,4.5054,2.254,1.5521969,-0.079916224,-86.6,0.0056649520745054496
64,0.0,4.5456824,2.22,1.5415236,-0.077524066,-86.6,0.0027875652290263596
64,0.0,4.6128798,2.166,1.5234087,-0.07370725,-78.22,0.005479887443111919
65,77.20453,3.4645302,0.172,1.2362157,-0.090113595,0.0,0.0038631740997355658
65,77.20453,3.591211,0.2,1.2654861,-0.10095531,0.0,0.00293389351140111
65,77.20453,3.698391,0.214,1.2833004,-0.09862174,0.0,0.001901185864683096
65,77.20453,3.7255044,0.22,1.2652869,-0.09838072,0.0,0.0009344807510982485
65,77.20453,3.7052822,0.242,1.2592788,-0.099044204,0.0,0.0027635964338551615
65,77.20453,3.789553,0.266,1.2670538,-0.09569271,0.0,0.003635735645661204
65,77.20453,3.8136373,0.278,1.2720313,-0.092794016,0.0,0.0018068626450120201
66,1.3280612,4.1011133,1.37,2.0528414,-0.116007924,-109.4,0.0021473235758950045
66,1.3280612,4.092907,1.36,2.1204252,-0.119825825,-109.4,0.004412955554918129
66,1.3280612,4.1848283,1.424,2.2401516,-0.12523186,-112.4,0.004623636027371925
66,1.3280612,4.2882795,1.478,2.318064,-0.12805606,-112.4,0.002375065611187509
67,0.0,4.061021,1.796,2.312398,-0.10379748,91.6,0.0016136762287741063
67,0.0,4.225399,1.772,2.3628116,-0.10855523,91.6,0.009797421971698514
67,0.0,4.3065844,1.722,2.4452803,-0.10720639,79.8,0.004986975681844251
67,0.0,4.3358145,1.668,2.4682863,-0.11056648,79.8,0.008350089178952433
67,0.0,4.3686843,1.666,2.4802527,-0.10951279,79.8,0.0016781142023839291
67,0.0,4.412687,1.692,2.5053387,-0.10688239,79.8,0.0066942917774014095
67,0.0,4.4924755,1.716,2.5146928,-0.10375255,-85.04,0.006701379814103724
68,0.0,4.0842037,2.354,1.4966689,-0.08098957,-116.4,0.0026489715368008373
68,0.0,4.171347,2.346,1.5292895,-0.0881062,-116.4,0.007896503165181685
68,0.0,4.22324,2.358,1.51774,-0.08703795,-113.8,0.005224578507128937
68,0.0,4.400545,2.076,1.5109414,-0.08931373,-113.8,0.010348913622792447
68,0.0,4.383645,2.016,1.5024971,-0.07932803,-113.8,0.002520968152609328
68,0.0,4.446467,2.022,1.4860687,-0.07758643,-80.94,0.004970129521575333
69,5.621731,4.1758003,0.652,2.795217,-0.15545005,-104.2,0.011092131242096856
70,0.0,4.242366,1.494,2.1321137,-0.092114344,-98.8,0.008597232550841884
70,0.0,4.375859,1.6,2.1324332,-0.09457375,-98.8,0.004273412961261511
70,0.0,4.6101985,1.866,2.063554,-0.08812329,-104.8,0.012481174228871452
70,0.0,4.6483364,1.832,2.0438907,-0.0725698,-104.8,0.008142990920565123
71,0.0,4.372667,1.906,1.2727643,-0.16964658,-63.6,0.0072729388491301564
71,0.0,4.4126225,2.056,1.2852347,-0.17462158,-88.6,0.0036408915815304855
71,0.0,4.4002967,2.084,1.3095186,-0.17896569,-88.6,0.0036887846192436517
71,0.0,4.445763,2.046,1.3022332,-0.17578927,-88.6,0.0035973293426959825
72,73.296364,3.7975702,0.226,1.1779695,-0.12829666,0.0,0.001960015680125441
72,73.296364,3.8856046,0.232,1.1587312,-0.13526523,0.0,0.0018719405471682219
72,73.296364,3.8852813,0.256,1.170603,-0.13258313,0.0,0.007304855354732907
72,73.296364,3.8770971,0.286,1.1549643,-0.12890695,0.0,0.01076053680731286
72,73.296364,3.9065552,0.356,1.1544482,-0.1263626,0.0,0.005200217022390401
72,73.296364,3.994557,0.364,1.16531,-0.122702405,0.0,0.001708665668805916
73,100.0,3.9254932,0.168,1.071004,-0.12926722,0.0,0.002104133570399049
73,100.0,3.9046876,0.17,1.0573332,-0.13448337,0.0,0.0020451319723661767
74,0.0,4.2071657,1.538,4.112802,-0.098332524,-39.9,0.005306841580165149
74,0.0,4.3261414,1.454,4.1426487,-0.09143011,-45.9,0.00519780236915832
75,83.333336,3.9871113,0.422,2.512944,-0.09976504,-73.8,0.009482807669694844
75,83.333336,4.091025,0.454,2.559943,-0.11155471,-73.8,0.009377080539744757
76,61.60181,3.8966506,1.196,1.1983646,-0.061945602,0.0,0.005422464184624061
76,61.60181,3.951973,1.212,1.1701976,-0.06824656,0.0,0.01059002313920056
76,61.60181,4.034132,1.128,1.2652559,-0.05917731,0.0,0.005206814679051943
76,61.60181,4.132383,1.096,1.29914,-0.056744352,0.0,0.010393119754722374
77,16.666666,4.4765053,1.94,0.7313206,-0.07465795,35.4,0.004908192263707354
77,16.666666,4.6544166,1.838,0.7262691,-0.07996845,35.4,0.0048417943689931485
77,16.666666,4.68419,1.876,0.71324086,-0.07949245,96.0,0.0045429352813439825
77,16.666666,4.8092713,1.812,0.6952521,-0.07924342,96.0,0.008583359441051633
77,16.666666,4.8374834,1.814,0.6744874,-0.07669413,96.0,0.01241387871640494
77,16.666666,4.893187,1.72,0.6608201,-0.07830188,91.82,0.003980844177816348
78,0.0,4.5092387,1.646,3.9282517,-0.121281326,-51.8,0.004126314747036274
79,12.5,3.898895,0.804,1.6892029,-0.08298962,-99.8,0.008121167823933082
80,16.543604,4.0015626,0.968,1.0934412,-0.08898866,-48.8,0.0020867199058471975
80,16.543604,4.098222,1.04,1.09404,-0.0950301,-48.8,0.004120678181215065
80,16.543604,4.083189,1.126,1.1196115,-0.094242185,-48.8,0.006095888323325917
80,16.543604,4.1345005,1.218,1.1282995,-0.09530677,-47.3,0.004008168647704021
80,16.543604,4.175689,1.272,1.1167959,-0.09683357,-47.3,0.0019731377033071758
80,16.543604,4.201886,1.288,1.103587,-0.09128399,-47.3,0.0019498004379251783
80,16.543604,4.2499776,1.26,1.0973333,-0.08883408,-47.3,0.00383013357590846
81,12.5,4.325378,1.224,1.957491,-0.09399238,-85.0,0.005913870391616497
81,12.5,4.4332576,1.304,1.9319237,-0.10293631,-85.0,0.0029227288935132958
81,12.5,4.5361238,1.454,1.8946884,-0.104739726,-109.0,0.005689754743121798
81,12.5,4.5922227,1.572,1.8815972,-0.10348846,-109.0,0.005625103712849706
81,12.5,4.6802187,1.73,1.8563327,-0.1027517,-109.0,0.005549574347647535
81,12.5,4.6549473,1.85,1.8332969,-0.095930785,-109.0,0.008099986230023408
81,12.5,4.6844153,1.822,1.8140409,-0.09414899,-94.28,0.005296469902809777
