prov_code,ethnic_kurdish,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,fm_diff_educ,pol_attitude,count_k
54,1.5718229,4.6705885,1.522,1.3659525,-0.100708246,-116.0,0.0010491186878462749
54,1.5718229,4.680622,1.546,1.3357927,-0.09813422,-116.0,0.0010235959334580756
54,1.5718229,4.7573857,1.586,1.3290056,-0.09470931,-130.08,0.003029648136665408
55,0.42057377,4.1601453,1.15,2.0851078,-0.06644544,-96.8,0.0015965603703381435
55,0.42057377,4.251144,1.2,2.0939038,-0.07022995,-96.8,0.002396684905438797
55,0.42057377,4.307127,1.26,2.1082957,-0.069255605,-96.8,0.003195597744547112
55,0.42057377,4.3444147,1.334,2.1049128,-0.06843212,-109.8,0.003170049373518993
55,0.42057377,4.371438,1.386,2.10553,-0.07083377,-109.8,0.0007874083948758611
55,0.42057377,4.4373136,1.44,2.094721,-0.06789029,-109.8,0.004687924843188914
55,0.42057377,4.4397845,1.446,2.0819073,-0.064232886,-109.8,0.001543296806070095
55,0.42057377,4.471231,1.444,2.0655146,-0.06346375,-94.74,0.002284861270839839
56,100.0,3.709712,0.16,1.8690035,-0.124649145,0.0,0.0033256289595769797
56,100.0,3.9155364,0.246,1.9447418,-0.14923121,0.0,0.003121576021301635
56,100.0,3.9790277,0.264,1.9759922,-0.14243114,0.0,0.0030826710728311868
